condition_evolved	condition_measurement	isolate	population	day	genotyped_mutated_gene	genotyped_mutated_site	doubling_time
RM	YNB	P18_A1	F12_1_RM_2	32	TOR1	S1972N_hete	1.42100649224389
RM	YNB	P18_A1	F12_1_RM_2	32	TOR1	S1972N_hete	1.36920782839132
RM	YNB	P19_A1	F12_1_RM_4	32	TOR1	W2038L_hete	1.49392605977449
RM	YNB	P19_A1	F12_1_RM_4	32	TOR1	W2038L_hete	1.75464864738528
RM	YNB	P18_A2	F12_1_RM_2	32	unknown	unknown	1.84090756128112
RM	YNB	P18_A2	F12_1_RM_2	32	unknown	unknown	1.56502961331653
RM	YNB	P19_A2	F12_1_RM_4	32	unknown	unknown	1.9341305645828
RM	YNB	P19_A2	F12_1_RM_4	32	unknown	unknown	1.92361486839877
RM	YNB	P18_A3	F12_1_RM_2	32	unknown	unknown	1.82208228587168
RM	YNB	P18_A3	F12_1_RM_2	32	unknown	unknown	1.98417705296371
RM	YNB	P19_A3	F12_1_RM_4	32	unknown	unknown	1.53176676195916
RM	YNB	P19_A3	F12_1_RM_4	32	unknown	unknown	1.43672744511047
RM	YNB	P18_A4	F12_1_RM_2	32	unknown	unknown	1.47556309420211
RM	YNB	P18_A4	F12_1_RM_2	32	unknown	unknown	1.76273945137473
RM	YNB	P19_A4	F12_1_RM_4	32	unknown	unknown	2.0138159518733
RM	YNB	P19_A4	F12_1_RM_4	32	unknown	unknown	1.82594183100049
RM	YNB	P18_A5	F12_1_RM_2	32	unknown	unknown	1.52670238439185
RM	YNB	P18_A5	F12_1_RM_2	32	unknown	unknown	1.55443630154708
RM	YNB	P19_A5	F12_1_RM_4	32	unknown	unknown	1.78528283599894
RM	YNB	P19_A5	F12_1_RM_4	32	unknown	unknown	1.86944845442056
RM	YNB	P18_A6	F12_1_RM_2	32	unknown	unknown	1.8954820588864
RM	YNB	P18_A6	F12_1_RM_2	32	unknown	unknown	1.58583563686984
RM	YNB	P19_A6	F12_1_RM_4	32	FPR1	T82P_homo	1.9808062156416
RM	YNB	P19_A6	F12_1_RM_4	32	FPR1	T82P_homo	2.00124256198025
RM	YNB	P18_A7	F12_1_RM_2	32	unknown	unknown	1.52008807207734
RM	YNB	P18_A7	F12_1_RM_2	32	unknown	unknown	1.52365849065663
RM	YNB	P19_A7	F12_1_RM_4	32	unknown	unknown	1.83032479284481
RM	YNB	P19_A7	F12_1_RM_4	32	unknown	unknown	1.51414281912112
RM	YNB	P18_A8	F12_1_RM_2	32	unknown	unknown	1.57018963939054
RM	YNB	P18_A8	F12_1_RM_2	32	unknown	unknown	1.51171210710129
RM	YNB	P19_A8	F12_1_RM_4	32	unknown	unknown	2.09155854361756
RM	YNB	P19_A8	F12_1_RM_4	32	unknown	unknown	2.02861552526336
RM	YNB	P18_A9	F12_1_RM_2	32	unknown	unknown	NA
RM	YNB	P18_A9	F12_1_RM_2	32	unknown	unknown	1.44696299581775
RM	YNB	P19_A9	F12_1_RM_4	32	unknown	unknown	1.97040977494919
RM	YNB	P19_A9	F12_1_RM_4	32	unknown	unknown	2.07528004159092
RM	YNB	P18_A10	F12_1_RM_2	32	unknown	unknown	1.55274267758805
RM	YNB	P18_A10	F12_1_RM_2	32	unknown	unknown	1.97855442178499
RM	YNB	P19_A10	F12_1_RM_4	32	unknown	unknown	1.94714713453078
RM	YNB	P19_A10	F12_1_RM_4	32	unknown	unknown	2.01258265990677
RM	YNB	P18_A11	F12_1_RM_2	32	unknown	unknown	2.16432381431527
RM	YNB	P18_A11	F12_1_RM_2	32	unknown	unknown	2.28472298232874
RM	YNB	P19_A11	F12_1_RM_4	32	unknown	unknown	2.32010155789303
RM	YNB	P19_A11	F12_1_RM_4	32	unknown	unknown	2.06042035598775
RM	YNB	P18_A12	F12_1_RM_2	32	unknown	unknown	NA
RM	YNB	P18_A12	F12_1_RM_2	32	unknown	unknown	2.1496641823818
RM	YNB	P19_A12	F12_1_RM_4	32	unknown	unknown	2.26419071448246
RM	YNB	P19_A12	F12_1_RM_4	32	unknown	unknown	NA
MO	YNB	P1_A1	F12_1_MO_1	0	unknown	unknown	1.36073391684203
MO	YNB	P2_A1	F12_1_MO_1	0	unknown	unknown	1.42109356865394
MO	YNB	P1_A2	F12_1_MO_1	0	unknown	unknown	1.50050374844619
MO	YNB	P2_A2	F12_1_MO_1	0	unknown	unknown	1.59941526132033
MO	YNB	P1_A3	F12_1_MO_1	0	unknown	unknown	1.48970249094051
MO	YNB	P2_A3	F12_1_MO_1	0	unknown	unknown	1.72261858030488
MO	YNB	P1_A4	F12_1_MO_1	0	unknown	unknown	1.79865581330332
MO	YNB	P2_A4	F12_1_MO_1	0	unknown	unknown	1.51549840014991
MO	YNB	P1_A5	F12_1_MO_1	0	unknown	unknown	1.41812991192981
MO	YNB	P2_A5	F12_1_MO_1	0	unknown	unknown	1.62852617463402
MO	YNB	P1_A6	F12_1_MO_1	0	unknown	unknown	1.52945031837052
MO	YNB	P2_A6	F12_1_MO_1	0	unknown	unknown	1.53423452134073
MO	YNB	P1_A7	F12_1_MO_1	0	unknown	unknown	1.4339182498879
MO	YNB	P2_A7	F12_1_MO_1	0	unknown	unknown	1.58903011167125
MO	YNB	P1_A8	F12_1_MO_1	0	unknown	unknown	1.48999373090372
MO	YNB	P2_A8	F12_1_MO_1	0	unknown	unknown	1.38160201619061
MO	YNB	P1_A9	F12_1_MO_1	0	unknown	unknown	1.63685722854652
MO	YNB	P2_A9	F12_1_MO_1	0	unknown	unknown	1.58937371605071
MO	YNB	P1_A10	F12_1_MO_1	0	unknown	unknown	1.63976136996634
MO	YNB	P2_A10	F12_1_MO_1	0	unknown	unknown	1.37905844189796
MO	YNB	P1_A11	F12_1_MO_1	0	unknown	unknown	1.6415004129099
MO	YNB	P2_A11	F12_1_MO_1	0	unknown	unknown	1.48688589902482
MO	YNB	P1_A12	F12_1_MO_1	0	unknown	unknown	1.58231077722509
MO	YNB	P2_A12	F12_1_MO_1	0	unknown	unknown	1.98489803660355
RM	YNB	P20_A1	F12_2_RM_2	32	TOR1	S1972R_hete	1.73077794075909
RM	YNB	P20_A1	F12_2_RM_2	32	TOR1	S1972R_hete	1.69468045032774
RM	YNB	P21_A1	F12_2_RM_4	32	unknown	unknown	1.54899788803626
RM	YNB	P21_A1	F12_2_RM_4	32	unknown	unknown	1.55466674845452
RM	YNB	P20_A2	F12_2_RM_2	32	unknown	unknown	1.59073721958526
RM	YNB	P20_A2	F12_2_RM_2	32	unknown	unknown	1.56383854755789
RM	YNB	P21_A2	F12_2_RM_4	32	unknown	unknown	1.81153802409345
RM	YNB	P21_A2	F12_2_RM_4	32	unknown	unknown	1.83190312929952
RM	YNB	P20_A3	F12_2_RM_2	32	unknown	unknown	1.49104542305684
RM	YNB	P20_A3	F12_2_RM_2	32	unknown	unknown	1.57582680708677
RM	YNB	P21_A3	F12_2_RM_4	32	unknown	unknown	1.66331234593867
RM	YNB	P21_A3	F12_2_RM_4	32	unknown	unknown	1.59222869921768
RM	YNB	P20_A4	F12_2_RM_2	32	unknown	unknown	1.4604118110175
RM	YNB	P20_A4	F12_2_RM_2	32	unknown	unknown	1.48588202508506
RM	YNB	P21_A4	F12_2_RM_4	32	unknown	unknown	1.69208710603023
RM	YNB	P21_A4	F12_2_RM_4	32	unknown	unknown	1.69810221960139
RM	YNB	P20_A5	F12_2_RM_2	32	unknown	unknown	1.60226162561764
RM	YNB	P20_A5	F12_2_RM_2	32	unknown	unknown	1.56332717463294
RM	YNB	P21_A5	F12_2_RM_4	32	unknown	unknown	1.78900649499903
RM	YNB	P21_A5	F12_2_RM_4	32	unknown	unknown	1.7676441185267
RM	YNB	P20_A6	F12_2_RM_2	32	unknown	unknown	1.47940582310275
RM	YNB	P20_A6	F12_2_RM_2	32	unknown	unknown	1.47626412883257
RM	YNB	P21_A6	F12_2_RM_4	32	unknown	unknown	1.72017889238175
RM	YNB	P21_A6	F12_2_RM_4	32	unknown	unknown	1.72093953534197
RM	YNB	P20_A7	F12_2_RM_2	32	unknown	unknown	1.43214810972254
RM	YNB	P20_A7	F12_2_RM_2	32	unknown	unknown	1.43120310055455
RM	YNB	P21_A7	F12_2_RM_4	32	unknown	unknown	1.58914837721671
RM	YNB	P21_A7	F12_2_RM_4	32	unknown	unknown	1.62299050498122
RM	YNB	P20_A8	F12_2_RM_2	32	unknown	unknown	1.46005783200306
RM	YNB	P20_A8	F12_2_RM_2	32	unknown	unknown	1.46027667150863
RM	YNB	P21_A8	F12_2_RM_4	32	unknown	unknown	1.62784793912026
RM	YNB	P21_A8	F12_2_RM_4	32	unknown	unknown	1.61848628245043
RM	YNB	P20_A9	F12_2_RM_2	32	unknown	unknown	1.48205291151542
RM	YNB	P20_A9	F12_2_RM_2	32	unknown	unknown	1.52451135020709
RM	YNB	P21_A9	F12_2_RM_4	32	unknown	unknown	1.61656616353986
RM	YNB	P21_A9	F12_2_RM_4	32	unknown	unknown	1.67882689627234
RM	YNB	P20_A10	F12_2_RM_2	32	unknown	unknown	1.54462156647616
RM	YNB	P20_A10	F12_2_RM_2	32	unknown	unknown	1.5464210147435
RM	YNB	P21_A10	F12_2_RM_4	32	unknown	unknown	1.61877916729642
RM	YNB	P21_A10	F12_2_RM_4	32	unknown	unknown	1.63584462005356
RM	YNB	P20_A11	F12_2_RM_2	32	unknown	unknown	1.52042551060926
RM	YNB	P20_A11	F12_2_RM_2	32	unknown	unknown	1.54675064990964
RM	YNB	P21_A11	F12_2_RM_4	32	unknown	unknown	1.72338534044555
RM	YNB	P21_A11	F12_2_RM_4	32	unknown	unknown	1.76201882382997
RM	YNB	P20_A12	F12_2_RM_2	32	unknown	unknown	1.62750197798014
RM	YNB	P20_A12	F12_2_RM_2	32	unknown	unknown	1.6526689929533
RM	YNB	P21_A12	F12_2_RM_4	32	unknown	unknown	1.86661803035409
RM	YNB	P21_A12	F12_2_RM_4	32	unknown	unknown	1.77606402497937
MO	YNB	P3_A1	F12_2_MO_1	0	unknown	unknown	1.51212323002791
MO	YNB	P4_A1	F12_2_MO_1	0	unknown	unknown	1.63119797305995
MO	YNB	P3_A2	F12_2_MO_1	0	unknown	unknown	1.74534687651684
MO	YNB	P4_A2	F12_2_MO_1	0	unknown	unknown	1.54469591204548
MO	YNB	P3_A3	F12_2_MO_1	0	unknown	unknown	1.650557129302
MO	YNB	P4_A3	F12_2_MO_1	0	unknown	unknown	1.5189147252958
MO	YNB	P3_A4	F12_2_MO_1	0	unknown	unknown	1.56798421737469
MO	YNB	P4_A4	F12_2_MO_1	0	unknown	unknown	1.69515982275589
MO	YNB	P3_A5	F12_2_MO_1	0	unknown	unknown	1.47063221082655
MO	YNB	P4_A5	F12_2_MO_1	0	unknown	unknown	1.69595092368713
MO	YNB	P3_A6	F12_2_MO_1	0	unknown	unknown	1.48070222601424
MO	YNB	P4_A6	F12_2_MO_1	0	unknown	unknown	1.47436929767138
MO	YNB	P3_A7	F12_2_MO_1	0	unknown	unknown	1.48426214313493
MO	YNB	P4_A7	F12_2_MO_1	0	unknown	unknown	1.48721776981823
MO	YNB	P3_A8	F12_2_MO_1	0	unknown	unknown	1.47509817062053
MO	YNB	P4_A8	F12_2_MO_1	0	unknown	unknown	1.45789962105017
MO	YNB	P3_A9	F12_2_MO_1	0	unknown	unknown	1.6599010652175
MO	YNB	P4_A9	F12_2_MO_1	0	unknown	unknown	1.6545491649456
MO	YNB	P3_A10	F12_2_MO_1	0	unknown	unknown	1.69846623580714
MO	YNB	P4_A10	F12_2_MO_1	0	unknown	unknown	1.67091655425443
MO	YNB	P3_A11	F12_2_MO_1	0	unknown	unknown	1.57672617651648
MO	YNB	P4_A11	F12_2_MO_1	0	unknown	unknown	1.55419361686324
MO	YNB	P3_A12	F12_2_MO_1	0	unknown	unknown	1.29502719409152
MO	YNB	P4_A12	F12_2_MO_1	0	unknown	unknown	1.62143379336928
RM	YNB	P18_B1	F12_1_RM_2	32	TOR1	S1972N_hete	1.48997987032693
RM	YNB	P18_B1	F12_1_RM_2	32	TOR1	S1972N_hete	1.56505647520366
RM	YNB	P19_B1	F12_1_RM_4	32	unknown	unknown	1.66375482619635
RM	YNB	P19_B1	F12_1_RM_4	32	unknown	unknown	1.58237680830426
RM	YNB	P18_B2	F12_1_RM_2	32	unknown	unknown	1.6571011435722
RM	YNB	P18_B2	F12_1_RM_2	32	unknown	unknown	1.66287574832256
RM	YNB	P19_B2	F12_1_RM_4	32	unknown	unknown	1.30322145532005
RM	YNB	P19_B2	F12_1_RM_4	32	unknown	unknown	1.36524296913087
RM	YNB	P18_B3	F12_1_RM_2	32	unknown	unknown	1.64683844179964
RM	YNB	P18_B3	F12_1_RM_2	32	unknown	unknown	1.58075721588463
RM	YNB	P19_B3	F12_1_RM_4	32	unknown	unknown	1.52222448072709
RM	YNB	P19_B3	F12_1_RM_4	32	unknown	unknown	1.50914831362628
RM	YNB	P18_B4	F12_1_RM_2	32	unknown	unknown	1.60742454311653
RM	YNB	P18_B4	F12_1_RM_2	32	unknown	unknown	1.59537903548471
RM	YNB	P19_B4	F12_1_RM_4	32	unknown	unknown	1.72574527561515
RM	YNB	P19_B4	F12_1_RM_4	32	unknown	unknown	1.85354106944557
RM	YNB	P18_B5	F12_1_RM_2	32	unknown	unknown	1.63185219418318
RM	YNB	P18_B5	F12_1_RM_2	32	unknown	unknown	1.59178991789566
RM	YNB	P19_B5	F12_1_RM_4	32	unknown	unknown	1.56676404454568
RM	YNB	P19_B5	F12_1_RM_4	32	unknown	unknown	1.48758948969297
RM	YNB	P18_B6	F12_1_RM_2	32	unknown	unknown	1.83345921215445
RM	YNB	P18_B6	F12_1_RM_2	32	unknown	unknown	1.80422411802585
RM	YNB	P19_B6	F12_1_RM_4	32	unknown	unknown	1.42806275103279
RM	YNB	P19_B6	F12_1_RM_4	32	unknown	unknown	1.44884969635722
RM	YNB	P18_B7	F12_1_RM_2	32	unknown	unknown	1.55164004278117
RM	YNB	P18_B7	F12_1_RM_2	32	unknown	unknown	1.59191699665152
RM	YNB	P19_B7	F12_1_RM_4	32	unknown	unknown	1.55477879279023
RM	YNB	P19_B7	F12_1_RM_4	32	unknown	unknown	1.52495294800356
RM	YNB	P18_B8	F12_1_RM_2	32	unknown	unknown	1.62926038931985
RM	YNB	P18_B8	F12_1_RM_2	32	unknown	unknown	1.63389061612986
RM	YNB	P19_B8	F12_1_RM_4	32	unknown	unknown	1.57977929803626
RM	YNB	P19_B8	F12_1_RM_4	32	unknown	unknown	1.53101116105398
RM	YNB	P18_B9	F12_1_RM_2	32	unknown	unknown	1.63697180669459
RM	YNB	P18_B9	F12_1_RM_2	32	unknown	unknown	1.59814969750428
RM	YNB	P19_B9	F12_1_RM_4	32	unknown	unknown	1.88205732019705
RM	YNB	P19_B9	F12_1_RM_4	32	unknown	unknown	1.87266720503781
RM	YNB	P18_B10	F12_1_RM_2	32	unknown	unknown	1.63613818593335
RM	YNB	P18_B10	F12_1_RM_2	32	unknown	unknown	1.61748118070274
RM	YNB	P19_B10	F12_1_RM_4	32	unknown	unknown	1.71071480400233
RM	YNB	P19_B10	F12_1_RM_4	32	unknown	unknown	1.6451328657414
RM	YNB	P18_B11	F12_1_RM_2	32	unknown	unknown	1.62945011426008
RM	YNB	P18_B11	F12_1_RM_2	32	unknown	unknown	1.59514353646135
RM	YNB	P19_B11	F12_1_RM_4	32	unknown	unknown	1.92318699944702
RM	YNB	P19_B11	F12_1_RM_4	32	unknown	unknown	1.81792722386207
RM	YNB	P18_B12	F12_1_RM_2	32	unknown	unknown	1.62897570051696
RM	YNB	P18_B12	F12_1_RM_2	32	unknown	unknown	1.6083263229019
RM	YNB	P19_B12	F12_1_RM_4	32	unknown	unknown	1.55197640507621
RM	YNB	P19_B12	F12_1_RM_4	32	unknown	unknown	1.59959560329605
MO	YNB	P1_B1	F12_1_MO_1	0	unknown	unknown	1.4001622097844
MO	YNB	P2_B1	F12_1_MO_1	0	unknown	unknown	1.7282746902075
MO	YNB	P1_B2	F12_1_MO_1	0	unknown	unknown	1.67259095374347
MO	YNB	P2_B2	F12_1_MO_1	0	unknown	unknown	1.53566961873887
MO	YNB	P1_B3	F12_1_MO_1	0	unknown	unknown	1.54618807434153
MO	YNB	P2_B3	F12_1_MO_1	0	unknown	unknown	1.83790161302459
MO	YNB	P1_B4	F12_1_MO_1	0	unknown	unknown	1.64355129469981
MO	YNB	P2_B4	F12_1_MO_1	0	unknown	unknown	1.71517782284166
MO	YNB	P1_B5	F12_1_MO_1	0	unknown	unknown	1.42180813215869
MO	YNB	P2_B5	F12_1_MO_1	0	unknown	unknown	1.47329084221508
MO	YNB	P1_B6	F12_1_MO_1	0	unknown	unknown	1.84177496945599
MO	YNB	P2_B6	F12_1_MO_1	0	unknown	unknown	1.54697196433418
MO	YNB	P1_B7	F12_1_MO_1	0	unknown	unknown	1.42249740250829
MO	YNB	P2_B7	F12_1_MO_1	0	unknown	unknown	1.54796845775868
MO	YNB	P1_B8	F12_1_MO_1	0	unknown	unknown	1.55392052449124
MO	YNB	P2_B8	F12_1_MO_1	0	unknown	unknown	1.57450534241188
MO	YNB	P1_B9	F12_1_MO_1	0	unknown	unknown	1.69690178756312
MO	YNB	P2_B9	F12_1_MO_1	0	unknown	unknown	1.61989568832595
MO	YNB	P1_B10	F12_1_MO_1	0	unknown	unknown	1.73384610124062
MO	YNB	P2_B10	F12_1_MO_1	0	unknown	unknown	1.59930177235336
MO	YNB	P1_B11	F12_1_MO_1	0	unknown	unknown	1.60655502628778
MO	YNB	P2_B11	F12_1_MO_1	0	unknown	unknown	1.63650476369119
MO	YNB	P1_B12	F12_1_MO_1	0	unknown	unknown	1.59996589905244
MO	YNB	P2_B12	F12_1_MO_1	0	unknown	unknown	1.83997499688832
RM	YNB	P20_B1	F12_2_RM_2	32	TOR1	W2038S_hete	1.61668518583082
RM	YNB	P20_B1	F12_2_RM_2	32	TOR1	W2038S_hete	1.54479400856373
RM	YNB	P21_B1	F12_2_RM_4	32	unknown	unknown	1.75337741600258
RM	YNB	P21_B1	F12_2_RM_4	32	unknown	unknown	1.74659805524426
RM	YNB	P20_B2	F12_2_RM_2	32	unknown	unknown	1.44531588472588
RM	YNB	P20_B2	F12_2_RM_2	32	unknown	unknown	1.57534584699079
RM	YNB	P21_B2	F12_2_RM_4	32	unknown	unknown	1.89784835599883
RM	YNB	P21_B2	F12_2_RM_4	32	unknown	unknown	1.91641129530631
RM	YNB	P20_B3	F12_2_RM_2	32	unknown	unknown	1.58237146400288
RM	YNB	P20_B3	F12_2_RM_2	32	unknown	unknown	1.57289500798256
RM	YNB	P21_B3	F12_2_RM_4	32	unknown	unknown	1.69469403991019
RM	YNB	P21_B3	F12_2_RM_4	32	unknown	unknown	1.6599797767574
RM	YNB	P20_B4	F12_2_RM_2	32	unknown	unknown	1.47467111400309
RM	YNB	P20_B4	F12_2_RM_2	32	unknown	unknown	1.5098857297427
RM	YNB	P21_B4	F12_2_RM_4	32	unknown	unknown	1.75348579102859
RM	YNB	P21_B4	F12_2_RM_4	32	unknown	unknown	1.72517215303266
RM	YNB	P20_B5	F12_2_RM_2	32	unknown	unknown	1.50901880017848
RM	YNB	P20_B5	F12_2_RM_2	32	unknown	unknown	1.52874518799195
RM	YNB	P21_B5	F12_2_RM_4	32	unknown	unknown	1.67268368438649
RM	YNB	P21_B5	F12_2_RM_4	32	unknown	unknown	1.66374208338931
RM	YNB	P20_B6	F12_2_RM_2	32	unknown	unknown	1.47956254648599
RM	YNB	P20_B6	F12_2_RM_2	32	unknown	unknown	1.48740932460258
RM	YNB	P21_B6	F12_2_RM_4	32	TOR2	S1975I_hete	1.63638543715374
RM	YNB	P21_B6	F12_2_RM_4	32	TOR2	S1975I_hete	1.62328306081122
RM	YNB	P20_B7	F12_2_RM_2	32	unknown	unknown	1.49476412186651
RM	YNB	P20_B7	F12_2_RM_2	32	unknown	unknown	1.50261844898383
RM	YNB	P21_B7	F12_2_RM_4	32	unknown	unknown	1.6427449919911
RM	YNB	P21_B7	F12_2_RM_4	32	unknown	unknown	1.64311566183065
RM	YNB	P20_B8	F12_2_RM_2	32	unknown	unknown	1.51410488829699
RM	YNB	P20_B8	F12_2_RM_2	32	unknown	unknown	1.50956774189986
RM	YNB	P21_B8	F12_2_RM_4	32	unknown	unknown	1.69435998897108
RM	YNB	P21_B8	F12_2_RM_4	32	unknown	unknown	1.6676618602573
RM	YNB	P20_B9	F12_2_RM_2	32	unknown	unknown	1.57609201334864
RM	YNB	P20_B9	F12_2_RM_2	32	unknown	unknown	1.52865765800606
RM	YNB	P21_B9	F12_2_RM_4	32	unknown	unknown	1.74295824347818
RM	YNB	P21_B9	F12_2_RM_4	32	unknown	unknown	1.74249135110779
RM	YNB	P20_B10	F12_2_RM_2	32	unknown	unknown	1.51006743543955
RM	YNB	P20_B10	F12_2_RM_2	32	unknown	unknown	1.51060616470508
RM	YNB	P21_B10	F12_2_RM_4	32	unknown	unknown	1.61079746258658
RM	YNB	P21_B10	F12_2_RM_4	32	unknown	unknown	1.58787622584539
RM	YNB	P20_B11	F12_2_RM_2	32	unknown	unknown	1.48639583605658
RM	YNB	P20_B11	F12_2_RM_2	32	unknown	unknown	1.50644896321762
RM	YNB	P21_B11	F12_2_RM_4	32	unknown	unknown	1.73263382059314
RM	YNB	P21_B11	F12_2_RM_4	32	unknown	unknown	1.72839549957466
RM	YNB	P20_B12	F12_2_RM_2	32	unknown	unknown	1.4555852546056
RM	YNB	P20_B12	F12_2_RM_2	32	unknown	unknown	1.42067712852875
RM	YNB	P21_B12	F12_2_RM_4	32	unknown	unknown	1.4546413991174
RM	YNB	P21_B12	F12_2_RM_4	32	unknown	unknown	1.33395721171569
MO	YNB	P3_B1	F12_2_MO_1	0	unknown	unknown	1.69820867049806
MO	YNB	P4_B1	F12_2_MO_1	0	unknown	unknown	1.61550573082797
MO	YNB	P3_B2	F12_2_MO_1	0	unknown	unknown	1.50760813204094
MO	YNB	P4_B2	F12_2_MO_1	0	unknown	unknown	1.8322737926968
MO	YNB	P3_B3	F12_2_MO_1	0	unknown	unknown	1.71768640317926
MO	YNB	P4_B3	F12_2_MO_1	0	unknown	unknown	1.65737546999268
MO	YNB	P3_B4	F12_2_MO_1	0	unknown	unknown	1.71175267480303
MO	YNB	P4_B4	F12_2_MO_1	0	unknown	unknown	1.47451101436287
MO	YNB	P3_B5	F12_2_MO_1	0	unknown	unknown	1.72860293339888
MO	YNB	P4_B5	F12_2_MO_1	0	unknown	unknown	1.81960740760263
MO	YNB	P3_B6	F12_2_MO_1	0	unknown	unknown	1.43113532177166
MO	YNB	P4_B6	F12_2_MO_1	0	unknown	unknown	1.79407363914039
MO	YNB	P3_B7	F12_2_MO_1	0	unknown	unknown	1.52642216205363
MO	YNB	P4_B7	F12_2_MO_1	0	unknown	unknown	1.65790819808664
MO	YNB	P3_B8	F12_2_MO_1	0	unknown	unknown	1.58801819699424
MO	YNB	P4_B8	F12_2_MO_1	0	unknown	unknown	1.59380396502451
MO	YNB	P3_B9	F12_2_MO_1	0	unknown	unknown	1.48781457664183
MO	YNB	P4_B9	F12_2_MO_1	0	unknown	unknown	1.52774996956408
MO	YNB	P3_B10	F12_2_MO_1	0	unknown	unknown	1.65416271389208
MO	YNB	P4_B10	F12_2_MO_1	0	unknown	unknown	1.666947443326
MO	YNB	P3_B11	F12_2_MO_1	0	unknown	unknown	1.85945892388481
MO	YNB	P4_B11	F12_2_MO_1	0	unknown	unknown	1.50384182082134
MO	YNB	P3_B12	F12_2_MO_1	0	unknown	unknown	1.58704225509088
MO	YNB	P4_B12	F12_2_MO_1	0	unknown	unknown	1.48138796506752
RM	YNB	P18_C1	F12_1_RM_2	32	unknown	unknown	1.55096819895704
RM	YNB	P18_C1	F12_1_RM_2	32	unknown	unknown	1.71775568647952
RM	YNB	P19_C1	F12_1_RM_4	32	unknown	unknown	1.3424354975136
RM	YNB	P19_C1	F12_1_RM_4	32	unknown	unknown	1.38248163562007
RM	YNB	P18_C2	F12_1_RM_2	32	unknown	unknown	1.616811906475
RM	YNB	P18_C2	F12_1_RM_2	32	unknown	unknown	1.56000276688231
RM	YNB	P19_C2	F12_1_RM_4	32	unknown	unknown	1.78316706922354
RM	YNB	P19_C2	F12_1_RM_4	32	unknown	unknown	1.78870275834719
RM	YNB	P18_C3	F12_1_RM_2	32	unknown	unknown	1.75552969787292
RM	YNB	P18_C3	F12_1_RM_2	32	unknown	unknown	1.57725074966569
RM	YNB	P19_C3	F12_1_RM_4	32	unknown	unknown	1.65216478296181
RM	YNB	P19_C3	F12_1_RM_4	32	unknown	unknown	1.6384053457809
RM	YNB	P18_C4	F12_1_RM_2	32	unknown	unknown	1.67328740072424
RM	YNB	P18_C4	F12_1_RM_2	32	unknown	unknown	1.59905849317443
RM	YNB	P19_C4	F12_1_RM_4	32	unknown	unknown	1.48744293572975
RM	YNB	P19_C4	F12_1_RM_4	32	unknown	unknown	1.59130991614273
RM	YNB	P18_C5	F12_1_RM_2	32	unknown	unknown	1.62338252846834
RM	YNB	P18_C5	F12_1_RM_2	32	unknown	unknown	1.61414034531568
RM	YNB	P19_C5	F12_1_RM_4	32	unknown	unknown	1.41888970670068
RM	YNB	P19_C5	F12_1_RM_4	32	unknown	unknown	1.35247525671807
RM	YNB	P18_C6	F12_1_RM_2	32	unknown	unknown	1.63849399951856
RM	YNB	P18_C6	F12_1_RM_2	32	unknown	unknown	1.60085809975652
RM	YNB	P19_C6	F12_1_RM_4	32	TOR1	W2038L_hete	1.57914311965457
RM	YNB	P19_C6	F12_1_RM_4	32	TOR1	W2038L_hete	1.57118237843426
RM	YNB	P18_C7	F12_1_RM_2	32	unknown	unknown	1.57443821130674
RM	YNB	P18_C7	F12_1_RM_2	32	unknown	unknown	1.61748147439988
RM	YNB	P19_C7	F12_1_RM_4	32	unknown	unknown	1.56533860298028
RM	YNB	P19_C7	F12_1_RM_4	32	unknown	unknown	1.54705343840432
RM	YNB	P18_C8	F12_1_RM_2	32	unknown	unknown	1.63965297129409
RM	YNB	P18_C8	F12_1_RM_2	32	unknown	unknown	1.68105888995139
RM	YNB	P19_C8	F12_1_RM_4	32	unknown	unknown	1.4331706028497
RM	YNB	P19_C8	F12_1_RM_4	32	unknown	unknown	1.48160775149295
RM	YNB	P18_C9	F12_1_RM_2	32	unknown	unknown	1.60628640796926
RM	YNB	P18_C9	F12_1_RM_2	32	unknown	unknown	1.63278636317416
RM	YNB	P19_C9	F12_1_RM_4	32	unknown	unknown	1.60378676360407
RM	YNB	P19_C9	F12_1_RM_4	32	unknown	unknown	1.64369240985243
RM	YNB	P18_C10	F12_1_RM_2	32	unknown	unknown	1.67617757060771
RM	YNB	P18_C10	F12_1_RM_2	32	unknown	unknown	1.6217912436541
RM	YNB	P19_C10	F12_1_RM_4	32	unknown	unknown	1.66037046064434
RM	YNB	P19_C10	F12_1_RM_4	32	unknown	unknown	1.66520261773124
RM	YNB	P18_C11	F12_1_RM_2	32	FPR1	T82P_homo	1.91501937767596
RM	YNB	P18_C11	F12_1_RM_2	32	FPR1	T82P_homo	1.89867159800225
RM	YNB	P19_C11	F12_1_RM_4	32	unknown	unknown	1.57098953992478
RM	YNB	P19_C11	F12_1_RM_4	32	unknown	unknown	1.53485127080175
RM	YNB	P18_C12	F12_1_RM_2	32	unknown	unknown	1.58249896876763
RM	YNB	P18_C12	F12_1_RM_2	32	unknown	unknown	1.48478399008382
RM	YNB	P19_C12	F12_1_RM_4	32	unknown	unknown	1.52743074637129
RM	YNB	P19_C12	F12_1_RM_4	32	unknown	unknown	1.57407435670497
MO	YNB	P1_C1	F12_1_MO_1	0	unknown	unknown	1.8315135813202
MO	YNB	P2_C1	F12_1_MO_1	0	unknown	unknown	1.69903751971837
