condition_evolved	condition_measurement	population	cross	replicate	transfer	doubling_time
RM	YNB	WE	0	0	P0	1.71167108614502
RM	YNB	WE	0	0	P0	1.85476639640248
RM	YNB	WE	0	1	P1	1.56304312492994
RM	YNB	two-parent	1	1	P7	2.20613022494951
RM	YNB	WE	0	1	P1	2.00460106437058
RM	YNB	two-parent	1	1	P7	2.22762965226627
RM	YNB	WE	0	1	P2	2.01733691664469
RM	YNB	two-parent	1	1	P8	1.92880238784974
RM	YNB	WE	0	1	P2	1.70854426876395
RM	YNB	two-parent	1	1	P8	2.12024624686703
RM	YNB	WE	0	1	P3	1.80377178629775
RM	YNB	two-parent	1	1	P9	1.91069986584069
RM	YNB	WE	0	1	P3	1.71294001690344
RM	YNB	two-parent	1	1	P9	2.02145672986863
RM	YNB	WE	0	1	P4	1.79146855052492
RM	YNB	two-parent	1	1	P10	1.84120074406792
RM	YNB	WE	0	1	P4	1.73928040106601
RM	YNB	two-parent	1	1	P10	1.87284596980734
RM	YNB	WE	0	1	P1	1.68684280558905
RM	YNB	two-parent	1	1	P13	1.87482974185681
RM	YNB	WE	0	1	P1	1.53190821974602
RM	YNB	two-parent	1	1	P13	1.63222836951426
RM	YNB	WE	0	1	P2	1.42035003092564
RM	YNB	two-parent	1	1	P14	1.59851720177418
RM	YNB	WE	0	1	P2	1.38980043642309
RM	YNB	two-parent	1	1	P14	1.69047841621835
RM	YNB	WE	0	1	P3	1.48880426635711
RM	YNB	two-parent	1	1	P15	1.78242098241994
RM	YNB	WE	0	1	P3	1.41139638590845
RM	YNB	two-parent	1	1	P15	1.76433424871166
RM	YNB	WE	0	1	P4	1.44474984082109
RM	YNB	two-parent	1	1	P16	1.86541328698308
RM	YNB	WE	0	1	P4	1.88931334976482
RM	YNB	WE	0	1	P5	1.92631810137825
RM	YNB	two-parent	1	1	P17	1.83706972535554
RM	YNB	WE	0	1	P5	1.86131743289648
RM	YNB	two-parent	1	1	P17	1.63755531207469
RM	YNB	WE	0	1	P6	1.80911719205192
RM	YNB	WE	0	1	P6	1.75508089942635
RM	YNB	WE	0	1	P7	1.77288553163907
RM	YNB	WE	0	1	P7	1.98407854563974
RM	YNB	WE	0	1	P6	1.88490886388285
RM	YNB	WE	0	1	P6	1.88168620485931
RM	YNB	WE	0	1	P7	1.82585209965259
RM	YNB	WE	0	1	P7	1.81401636221306
RM	YNB	WE	0	1	P8	1.74185530450295
RM	YNB	WE	0	1	P8	1.69320457998317
RM	YNB	WE	0	1	P11	1.73978266449781
RM	YNB	WE	0	1	P11	1.65826154417119
RM	YNB	WE	0	1	P12	1.58497318958296
RM	YNB	WE	0	1	P12	1.6024505919353
RM	YNB	WE	0	1	P13	1.54049479790673
RM	YNB	WE	0	1	P13	1.69439787130867
RM	YNB	WE	0	1	P14	1.73400664044577
RM	YNB	WE	0	1	P14	1.73818749530188
RM	YNB	WE	0	1	P15	1.72169160704527
RM	YNB	WE	0	1	P15	1.8259485275845
RM	YNB	four-parent	1	0	P0	2.11012748143999
RM	YNB	two-parent	1	0	P0	2.12102708231285
RM	YNB	four-parent	1	0	P0	1.86377690797894
RM	YNB	two-parent	1	0	P0	1.95506931947071
RM	YNB	four-parent	1	1	P1	1.90713395104851
RM	YNB	two-parent	1	1	P1	2.18030044220208
RM	YNB	four-parent	1	1	P1	2.08971109047171
RM	YNB	two-parent	1	1	P1	2.29525000180331
RM	YNB	four-parent	1	1	P2	2.08993149223192
RM	YNB	two-parent	1	1	P2	1.83034539503632
RM	YNB	four-parent	1	1	P2	2.0695091668523
RM	YNB	two-parent	1	1	P2	2.15925548169959
RM	YNB	four-parent	1	1	P3	1.88105154230756
RM	YNB	two-parent	1	1	P3	2.09000230335156
RM	YNB	four-parent	1	1	P3	1.99833451867046
RM	YNB	two-parent	1	1	P3	2.22915308969923
RM	YNB	four-parent	1	1	P4	1.97777099903254
RM	YNB	two-parent	1	1	P4	2.18023724942988
RM	YNB	four-parent	1	1	P4	1.84265781156662
RM	YNB	two-parent	1	1	P4	2.00557923167022
RM	YNB	four-parent	1	1	P1	1.81254580809615
RM	YNB	two-parent	1	1	P1	1.99702720909299
RM	YNB	four-parent	1	1	P1	1.73201439874895
RM	YNB	two-parent	1	1	P1	1.91987918757427
RM	YNB	four-parent	1	1	P2	1.81610719355777
RM	YNB	four-parent	1	1	P2	1.82877177965031
RM	YNB	four-parent	1	1	P3	1.8782894696602
RM	YNB	two-parent	1	1	P3	2.1342803129975
RM	YNB	four-parent	1	1	P3	1.83228142153375
RM	YNB	two-parent	1	1	P3	2.23105912596157
RM	YNB	four-parent	1	1	P4	1.89463797114068
RM	YNB	two-parent	1	1	P4	2.45943026501031
RM	YNB	four-parent	1	1	P4	2.05258582282439
RM	YNB	two-parent	1	1	P4	2.35695427515929
RM	YNB	four-parent	1	1	P5	1.86446220692959
RM	YNB	four-parent	1	1	P5	1.92574915731474
RM	YNB	two-parent	1	1	P5	1.98212277397165
RM	YNB	four-parent	1	1	P6	2.02938530243974
RM	YNB	four-parent	1	1	P6	1.84507335759085
RM	YNB	four-parent	1	1	P7	1.9611632167815
RM	YNB	four-parent	1	1	P7	1.93031631414393
RM	YNB	four-parent	1	1	P6	1.94257043665741
RM	YNB	four-parent	1	1	P6	1.94690994190857
RM	YNB	four-parent	1	1	P7	1.95817046140861
RM	YNB	four-parent	1	1	P7	1.94698607707823
RM	YNB	four-parent	1	1	P8	1.94936474521079
RM	YNB	four-parent	1	1	P8	1.73013270944497
RM	YNB	four-parent	1	1	P9	1.86381145657418
RM	YNB	four-parent	1	1	P9	2.01708284595507
RM	YNB	four-parent	1	1	P10	1.9994375538721
RM	YNB	four-parent	1	1	P10	1.84969712277929
RM	YNB	four-parent	1	1	P11	1.87756254681213
RM	YNB	four-parent	1	1	P11	1.79907993511696
RM	YNB	four-parent	1	1	P12	1.9135180341712
RM	YNB	four-parent	1	1	P12	1.91500212408292
RM	YNB	four-parent	1	1	P13	1.96041516807788
RM	YNB	four-parent	1	1	P13	2.01613028262168
RM	YNB	four-parent	1	1	P14	2.01312608923195
RM	YNB	four-parent	1	1	P14	2.13878205669999
RM	YNB	four-parent	1	1	P15	2.06421992454131
RM	YNB	four-parent	1	1	P15	1.98334514120016
RM	YNB	WE	0	0	P0	1.84577479002036
RM	YNB	two-parent	1	2	P6	2.0952154698485
RM	YNB	WE	0	0	P0	1.63302863633406
RM	YNB	two-parent	1	2	P6	1.96827567429117
RM	YNB	WE	0	2	P1	1.68222175044507
RM	YNB	two-parent	1	2	P7	2.05701590665347
RM	YNB	WE	0	2	P1	1.68424738203525
RM	YNB	two-parent	1	2	P7	2.0624507900342
RM	YNB	WE	0	2	P2	1.86147828403924
RM	YNB	two-parent	1	2	P8	2.20069102185679
RM	YNB	WE	0	2	P2	1.84167629075634
RM	YNB	two-parent	1	2	P8	2.16661176093507
RM	YNB	WE	0	2	P3	1.70532062206563
RM	YNB	two-parent	1	2	P9	2.19182732914187
RM	YNB	WE	0	2	P3	1.79341971023363
RM	YNB	two-parent	1	2	P9	2.11055532822397
RM	YNB	WE	0	2	P4	1.7749545466856
RM	YNB	two-parent	1	2	P10	2.19014101931279
RM	YNB	WE	0	2	P4	1.70710343401374
RM	YNB	two-parent	1	2	P10	1.94483140866454
RM	YNB	WE	0	2	P5	1.70968752985668
RM	YNB	two-parent	1	2	P11	1.94211819641615
RM	YNB	WE	0	2	P5	1.72169258003521
RM	YNB	two-parent	1	2	P11	2.01135111656564
RM	YNB	WE	0	0	P0	1.68522106295861
RM	YNB	two-parent	1	2	P12	1.99593666757296
RM	YNB	WE	0	0	P0	1.6816317295926
RM	YNB	two-parent	1	2	P12	2.05286975774706
RM	YNB	WE	0	2	P1	1.70002020362847
RM	YNB	two-parent	1	2	P13	1.93095692528656
RM	YNB	WE	0	2	P1	1.63374202369058
RM	YNB	two-parent	1	2	P13	1.93697814135776
RM	YNB	WE	0	2	P2	1.61542609020229
RM	YNB	two-parent	1	2	P14	2.00187755040629
RM	YNB	WE	0	2	P2	1.63081494144179
RM	YNB	two-parent	1	2	P14	2.0068126009602
RM	YNB	WE	0	2	P3	1.62113306933848
RM	YNB	two-parent	1	2	P15	2.08222307579669
RM	YNB	WE	0	2	P3	1.68313072167665
RM	YNB	two-parent	1	2	P15	2.21398301861871
RM	YNB	WE	0	2	P4	1.71487046568336
RM	YNB	two-parent	1	2	P16	2.28157292576347
RM	YNB	WE	0	2	P4	1.90934529547757
RM	YNB	two-parent	1	2	P16	2.45936956799578
RM	YNB	WE	0	2	P5	1.83158644211144
RM	YNB	two-parent	1	2	P17	2.22093298060099
RM	YNB	WE	0	2	P5	1.86810133054949
RM	YNB	two-parent	1	2	P17	1.75395743383902
RM	YNB	WE	0	2	P6	1.86933070621237
RM	YNB	WE	0	2	P6	1.75392135136947
RM	YNB	WE	0	2	P7	1.75304301145827
RM	YNB	WE	0	2	P7	1.76642120824865
RM	YNB	WE	0	2	P6	1.859688932942
RM	YNB	WE	0	2	P6	1.74577817770929
RM	YNB	WE	0	2	P7	1.78401133047187
RM	YNB	WE	0	2	P7	1.77261880842779
RM	YNB	WE	0	2	P8	1.87150320095078
RM	YNB	WE	0	2	P8	1.83465326916791
RM	YNB	WE	0	2	P9	1.74446074351535
RM	YNB	WE	0	2	P9	1.58241909096165
RM	YNB	WE	0	2	P10	1.4641546554129
RM	YNB	WE	0	2	P10	1.60815315909823
RM	YNB	WE	0	2	P11	1.56553090998774
RM	YNB	WE	0	2	P11	1.38294533794917
RM	YNB	WE	0	2	P12	1.60918614319302
RM	YNB	WE	0	2	P12	1.25546045154165
RM	YNB	WE	0	2	P13	1.33138961232394
RM	YNB	WE	0	2	P13	1.16491336415983
RM	YNB	WE	0	2	P14	1.4233491273043
RM	YNB	WE	0	2	P14	1.28743807452581
RM	YNB	WE	0	2	P15	1.4973714402855
RM	YNB	WE	0	2	P15	1.45799917614719
RM	YNB	four-parent	1	0	P0	2.05454682964168
RM	YNB	two-parent	1	0	P0	2.16159973367811
RM	YNB	four-parent	1	0	P0	1.95706682685234
RM	YNB	two-parent	1	0	P0	2.11028715793977
RM	YNB	four-parent	1	2	P1	1.91256565552074
RM	YNB	two-parent	1	2	P1	2.16424619366697
RM	YNB	four-parent	1	2	P1	2.06944028943524
RM	YNB	two-parent	1	2	P1	2.20917637507367
RM	YNB	four-parent	1	2	P2	1.96428039670071
RM	YNB	two-parent	1	2	P2	2.13146167921643
RM	YNB	four-parent	1	2	P2	1.96115066972513
RM	YNB	two-parent	1	2	P2	2.16049864322729
RM	YNB	four-parent	1	2	P3	1.97765517643437
RM	YNB	two-parent	1	2	P3	2.12525570955334
RM	YNB	four-parent	1	2	P3	1.93066668394527
RM	YNB	two-parent	1	2	P3	2.10404767088271
RM	YNB	four-parent	1	2	P4	2.01657803564827
RM	YNB	two-parent	1	2	P4	2.21066437100683
RM	YNB	four-parent	1	2	P4	1.83420980412768
RM	YNB	two-parent	1	2	P4	2.14056281980596
RM	YNB	four-parent	1	2	P5	1.88959607406518
RM	YNB	two-parent	1	2	P5	2.04655749607867
RM	YNB	four-parent	1	2	P5	1.83185121973367
RM	YNB	two-parent	1	2	P5	1.99919801153127
RM	YNB	four-parent	1	0	P0	1.82793719323099
RM	YNB	two-parent	1	0	P0	2.04209799175258
RM	YNB	four-parent	1	0	P0	1.84485142928318
RM	YNB	two-parent	1	0	P0	1.94835750891882
RM	YNB	four-parent	1	2	P1	1.80537464621332
RM	YNB	two-parent	1	2	P1	1.96176959088685
RM	YNB	four-parent	1	2	P1	1.81936670109814
RM	YNB	two-parent	1	2	P1	1.86354432311739
RM	YNB	four-parent	1	2	P2	1.77584677704454
RM	YNB	two-parent	1	2	P2	1.93431821395585
RM	YNB	four-parent	1	2	P2	1.76086357711259
RM	YNB	two-parent	1	2	P2	1.97909119659992
RM	YNB	four-parent	1	2	P3	1.79952889229808
RM	YNB	two-parent	1	2	P3	2.08665600947193
RM	YNB	four-parent	1	2	P3	1.90557200174683
RM	YNB	two-parent	1	2	P3	2.17704101280566
RM	YNB	four-parent	1	2	P4	1.95712642716727
RM	YNB	two-parent	1	2	P4	2.27631718655586
RM	YNB	four-parent	1	2	P4	2.0410182610642
RM	YNB	two-parent	1	2	P4	2.33020985388663
RM	YNB	four-parent	1	2	P5	2.11214369989094
RM	YNB	two-parent	1	2	P5	2.4181737030228
RM	YNB	four-parent	1	2	P5	2.16208275656492
RM	YNB	two-parent	1	2	P5	1.90513231383683
RM	YNB	four-parent	1	2	P6	1.87568770120957
RM	YNB	four-parent	1	2	P6	1.93066836981084
RM	YNB	four-parent	1	2	P7	2.01008433444627
RM	YNB	four-parent	1	2	P7	2.08043965075527
RM	YNB	four-parent	1	2	P6	2.03692882596556
RM	YNB	four-parent	1	2	P6	1.96364940590861
RM	YNB	four-parent	1	2	P7	1.87849215958878
RM	YNB	four-parent	1	2	P7	1.8892508106262
RM	YNB	four-parent	1	2	P8	1.9133059628251
RM	YNB	four-parent	1	2	P8	1.7910181797527
RM	YNB	four-parent	1	2	P9	1.81345221536439
RM	YNB	four-parent	1	2	P9	1.74311179330406
RM	YNB	four-parent	1	2	P10	1.67024145722427
RM	YNB	four-parent	1	2	P10	1.61339960438339
RM	YNB	four-parent	1	2	P11	1.53995637321979
RM	YNB	four-parent	1	2	P11	1.61988601262893
RM	YNB	four-parent	1	2	P12	1.57896390666984
RM	YNB	four-parent	1	2	P12	1.65237692745901
RM	YNB	four-parent	1	2	P13	1.71363183872583
RM	YNB	four-parent	1	2	P13	1.73972119295239
RM	YNB	four-parent	1	2	P14	1.74269004412469
RM	YNB	four-parent	1	2	P14	1.75004012248946
RM	YNB	four-parent	1	2	P15	1.84415410479197
RM	YNB	four-parent	1	2	P15	2.06430430688902
RM	YNB	SA	0	0	P0	1.75620675718418
RM	YNB	two-parent	1	3	P6	2.20839909153763
RM	YNB	SA	0	0	P0	1.73542509719712
RM	YNB	two-parent	1	3	P6	2.11869576113519
RM	YNB	SA	0	1	P1	1.76314447354875
RM	YNB	two-parent	1	3	P7	2.2759376437589
RM	YNB	SA	0	1	P1	1.7705408091245
RM	YNB	two-parent	1	3	P7	2.21664016516363
RM	YNB	SA	0	1	P2	1.81988904877132
RM	YNB	two-parent	1	3	P8	2.25327435340146
RM	YNB	SA	0	1	P2	1.71148626149143
RM	YNB	two-parent	1	3	P8	2.1892855068928
RM	YNB	SA	0	1	P3	1.73333315979435
RM	YNB	two-parent	1	3	P9	2.19080616001053
RM	YNB	SA	0	1	P3	1.78262827269892
RM	YNB	two-parent	1	3	P9	2.35673287970144
RM	YNB	SA	0	1	P4	1.91375631311716
RM	YNB	two-parent	1	3	P10	2.04713328802888
RM	YNB	SA	0	1	P4	1.78839071172618
RM	YNB	two-parent	1	3	P10	2.04815363231901
RM	YNB	SA	0	1	P5	1.63611732775786
RM	YNB	two-parent	1	3	P11	1.99375958617696
RM	YNB	SA	0	1	P5	1.69719523248591
RM	YNB	two-parent	1	3	P11	2.03076139699042
RM	YNB	SA	0	0	P0	1.59173916954906
RM	YNB	two-parent	1	3	P12	1.86196350455448
RM	YNB	SA	0	0	P0	1.56533762054933
RM	YNB	two-parent	1	3	P12	1.9657793509524
RM	YNB	SA	0	1	P1	1.60793936681751
RM	YNB	two-parent	1	3	P13	1.89032944067742
RM	YNB	SA	0	1	P1	1.58230588068796
RM	YNB	two-parent	1	3	P13	1.98539700928304
RM	YNB	SA	0	1	P2	1.52201666675927
RM	YNB	two-parent	1	3	P14	1.90519032238403
RM	YNB	SA	0	1	P2	1.55716888130674
RM	YNB	two-parent	1	3	P14	1.99377922520219
RM	YNB	SA	0	1	P3	1.61249920038617
RM	YNB	two-parent	1	3	P15	2.02280573040856
RM	YNB	SA	0	1	P3	1.68875706858604
RM	YNB	two-parent	1	3	P15	2.13891986400457
RM	YNB	SA	0	1	P4	1.81600717148619
RM	YNB	two-parent	1	3	P16	2.37235740009319
RM	YNB	SA	0	1	P4	1.88300968632054
RM	YNB	two-parent	1	3	P16	2.32964456935294
RM	YNB	SA	0	1	P5	1.84763158029872
RM	YNB	two-parent	1	3	P17	2.4053436879868
RM	YNB	SA	0	1	P5	1.9145479330915
RM	YNB	two-parent	1	3	P17	1.9439266188743
RM	YNB	SA	0	1	P6	1.95563819609734
RM	YNB	SA	0	1	P6	1.8917611213463
RM	YNB	SA	0	1	P7	1.77789647427274
RM	YNB	SA	0	1	P7	1.73459858280907
RM	YNB	SA	0	1	P6	1.82440024867039
RM	YNB	SA	0	1	P6	1.75324074547757
RM	YNB	SA	0	1	P7	1.73350850805743
RM	YNB	SA	0	1	P7	1.89612149170589
RM	YNB	SA	0	1	P8	1.7464162695906
RM	YNB	SA	0	1	P8	1.73837401135883
RM	YNB	SA	0	1	P9	1.73417467051206
RM	YNB	SA	0	1	P9	1.71339793757267
RM	YNB	SA	0	1	P10	1.56850124193959
RM	YNB	SA	0	1	P10	1.59921245222211
RM	YNB	SA	0	1	P11	1.58367670383702
RM	YNB	SA	0	1	P11	1.60422797422736
RM	YNB	SA	0	1	P12	1.51585369754499
RM	YNB	SA	0	1	P12	1.5499055276577
RM	YNB	SA	0	1	P13	1.62296391911997
RM	YNB	SA	0	1	P13	1.66762497893972
RM	YNB	SA	0	1	P14	1.7880459847234
RM	YNB	SA	0	1	P14	1.85488525763759
RM	YNB	SA	0	1	P15	1.86560394825896
RM	YNB	SA	0	1	P15	1.96632018832049
RM	YNB	four-parent	1	0	P0	2.09080011810086
RM	YNB	two-parent	1	0	P0	2.27898746015775
RM	YNB	four-parent	1	0	P0	2.07866951794051
RM	YNB	two-parent	1	0	P0	2.13662357539665
RM	YNB	four-parent	1	3	P1	2.05015670953633
RM	YNB	two-parent	1	3	P1	2.18744992959786
RM	YNB	four-parent	1	3	P1	2.01512241112894
RM	YNB	two-parent	1	3	P1	2.11043456679559
RM	YNB	four-parent	1	3	P2	2.01250597581047
RM	YNB	two-parent	1	3	P2	2.05114822409828
RM	YNB	four-parent	1	3	P2	1.96358383321203
RM	YNB	two-parent	1	3	P2	2.06728261951181
RM	YNB	four-parent	1	3	P3	1.96482637908378
RM	YNB	two-parent	1	3	P3	2.11413018032935
RM	YNB	four-parent	1	3	P3	2.13555099842368
RM	YNB	two-parent	1	3	P3	2.19938700903576
RM	YNB	four-parent	1	3	P4	2.01204460589337
RM	YNB	two-parent	1	3	P4	2.21822686042017
RM	YNB	four-parent	1	3	P4	1.98193749401817
RM	YNB	two-parent	1	3	P4	2.22808194287073
RM	YNB	four-parent	1	3	P5	1.94336336037682
RM	YNB	two-parent	1	3	P5	2.08465799975875
RM	YNB	four-parent	1	3	P5	1.94770551738931
RM	YNB	two-parent	1	3	P5	2.15546957493289
RM	YNB	four-parent	1	0	P0	1.83867591333404
RM	YNB	two-parent	1	0	P0	1.89213160312202
RM	YNB	four-parent	1	0	P0	1.81143504466117
RM	YNB	two-parent	1	0	P0	2.05368877053022
RM	YNB	four-parent	1	3	P1	1.89327289841989
RM	YNB	two-parent	1	3	P1	1.8543217288547
RM	YNB	four-parent	1	3	P1	1.6842047509974
RM	YNB	two-parent	1	3	P1	1.8801666378064
RM	YNB	four-parent	1	3	P2	1.69953477779997
RM	YNB	two-parent	1	3	P2	1.87219963201658
RM	YNB	four-parent	1	3	P2	1.74005899810255
RM	YNB	two-parent	1	3	P2	1.87034261065554
RM	YNB	four-parent	1	3	P3	1.80638351611023
RM	YNB	two-parent	1	3	P3	1.9685920087139
RM	YNB	four-parent	1	3	P3	1.861194424447
RM	YNB	two-parent	1	3	P3	2.09492754658566
RM	YNB	four-parent	1	3	P4	2.08415054507052
RM	YNB	two-parent	1	3	P4	2.37665543304571
RM	YNB	four-parent	1	3	P4	2.18931931147031
RM	YNB	two-parent	1	3	P4	2.48900835628382
RM	YNB	four-parent	1	3	P5	2.28111058066004
RM	YNB	two-parent	1	3	P5	2.44616089536218
RM	YNB	four-parent	1	3	P5	2.18154302707914
RM	YNB	two-parent	1	3	P5	1.89114994376859
RM	YNB	four-parent	1	3	P6	2.10624581288006
RM	YNB	four-parent	1	3	P6	2.01261339627078
RM	YNB	four-parent	1	3	P7	2.06648287932577
RM	YNB	four-parent	1	3	P7	2.07969836957575
RM	YNB	four-parent	1	3	P6	2.08482205635541
RM	YNB	four-parent	1	3	P6	2.06044559066784
RM	YNB	four-parent	1	3	P7	1.96781609799146
RM	YNB	four-parent	1	3	P7	1.95941408462002
RM	YNB	four-parent	1	3	P8	2.05155812280025
RM	YNB	four-parent	1	3	P8	1.94130292622675
RM	YNB	four-parent	1	3	P9	1.88893606136932
RM	YNB	four-parent	1	3	P9	1.98358167061227
RM	YNB	four-parent	1	3	P10	1.95512454123478
RM	YNB	four-parent	1	3	P10	1.81295054386723
RM	YNB	four-parent	1	3	P11	1.83854324656117
RM	YNB	four-parent	1	3	P11	1.84197009602681
RM	YNB	four-parent	1	3	P12	1.72752045248426
RM	YNB	four-parent	1	3	P12	1.72258869968374
RM	YNB	four-parent	1	3	P13	1.79952246059437
RM	YNB	four-parent	1	3	P13	1.85186236906502
RM	YNB	four-parent	1	3	P14	2.03438380846313
RM	YNB	four-parent	1	3	P14	2.10431879507432
RM	YNB	four-parent	1	3	P15	2.2973850065083
RM	YNB	four-parent	1	3	P15	2.19853233863755
RM	YNB	SA	0	0	P0	1.89129527127473
RM	YNB	two-parent	1	4	P6	2.34204631564667
RM	YNB	SA	0	0	P0	1.85505834479724
RM	YNB	two-parent	1	4	P6	2.3044194468298
RM	YNB	SA	0	2	P1	1.87324282978023
RM	YNB	two-parent	1	4	P7	2.5137870634948
RM	YNB	SA	0	2	P1	1.82504738971822
RM	YNB	two-parent	1	4	P7	2.30785315526355
RM	YNB	SA	0	2	P2	1.75194899622564
RM	YNB	two-parent	1	4	P8	2.27467335448021
RM	YNB	SA	0	2	P2	1.72000115218189
RM	YNB	two-parent	1	4	P8	2.32251095206
RM	YNB	SA	0	2	P3	1.70603533285681
RM	YNB	two-parent	1	4	P9	2.23193410050981
RM	YNB	SA	0	2	P3	1.72026661633701
RM	YNB	two-parent	1	4	P9	2.23554892560499
RM	YNB	SA	0	2	P4	1.77012577873175
RM	YNB	two-parent	1	4	P10	2.26687496813169
RM	YNB	SA	0	2	P4	1.69565065814768
RM	YNB	two-parent	1	4	P10	2.21320841925898
RM	YNB	SA	0	2	P5	1.71551563547353
RM	YNB	two-parent	1	4	P11	2.24793586200065
RM	YNB	SA	0	2	P5	1.80225065708615
RM	YNB	two-parent	1	4	P11	2.20709475290193
RM	YNB	SA	0	0	P0	1.75576339201476
RM	YNB	two-parent	1	4	P12	2.17998646011055
RM	YNB	SA	0	0	P0	1.6940983502745
RM	YNB	two-parent	1	4	P12	2.17860111315775
RM	YNB	SA	0	2	P1	1.62244214519095
RM	YNB	two-parent	1	4	P13	2.09546417070173
RM	YNB	SA	0	2	P1	1.58911364780241
RM	YNB	two-parent	1	4	P13	2.01586304631885
RM	YNB	SA	0	2	P2	1.54887410121744
RM	YNB	two-parent	1	4	P14	2.02717892811775
RM	YNB	SA	0	2	P2	1.57591461875341
RM	YNB	two-parent	1	4	P14	2.00825423646753
RM	YNB	SA	0	2	P3	1.59863955038411
RM	YNB	two-parent	1	4	P15	1.96647129428965
RM	YNB	SA	0	2	P3	1.66021154218612
RM	YNB	two-parent	1	4	P15	2.18499801232461
RM	YNB	SA	0	2	P4	1.77232929452839
RM	YNB	two-parent	1	4	P16	2.29997463326577
RM	YNB	SA	0	2	P4	1.87004327390453
RM	YNB	two-parent	1	4	P16	2.52971166863249
RM	YNB	SA	0	2	P5	1.99263803757001
RM	YNB	two-parent	1	4	P17	2.51448307525502
RM	YNB	SA	0	2	P5	2.05971440448502
RM	YNB	two-parent	1	4	P17	2.2195251748631
RM	YNB	SA	0	2	P6	1.8549005648204
RM	YNB	SA	0	2	P6	1.84036864973699
RM	YNB	SA	0	2	P7	1.94809933830455
RM	YNB	SA	0	2	P7	1.85418139514151
RM	YNB	SA	0	2	P6	1.74917972049278
RM	YNB	SA	0	2	P6	1.74609843238338
RM	YNB	SA	0	2	P7	1.78903821076531
RM	YNB	SA	0	2	P7	1.79212029188629
RM	YNB	SA	0	2	P8	1.74160200957102
RM	YNB	SA	0	2	P8	1.71358476750362
RM	YNB	SA	0	2	P9	1.74191027933089
RM	YNB	SA	0	2	P9	1.75588951055476
RM	YNB	SA	0	2	P10	1.74089154497155
RM	YNB	SA	0	2	P10	1.64433721369507
RM	YNB	SA	0	2	P11	1.63365953500587
RM	YNB	SA	0	2	P11	1.62116344324422
RM	YNB	SA	0	2	P12	1.5298861656375
RM	YNB	SA	0	2	P12	1.60519908508562
RM	YNB	SA	0	2	P13	1.63103522060137
RM	YNB	SA	0	2	P13	1.71502387587399
RM	YNB	SA	0	2	P14	1.75901463946461
RM	YNB	SA	0	2	P14	1.87227292895398
RM	YNB	SA	0	2	P15	1.96289572201406
RM	YNB	SA	0	2	P15	1.9275266847322
RM	YNB	four-parent	1	0	P0	2.13978842820238
RM	YNB	two-parent	1	0	P0	2.17014739213346
RM	YNB	four-parent	1	0	P0	2.08128219392928
RM	YNB	two-parent	1	0	P0	2.27524089318442
RM	YNB	four-parent	1	4	P1	2.09398326564118
RM	YNB	two-parent	1	4	P1	2.31960624487388
RM	YNB	four-parent	1	4	P1	2.10028747060243
RM	YNB	two-parent	1	4	P1	2.20030017375381
RM	YNB	four-parent	1	4	P2	2.062991998071
RM	YNB	two-parent	1	4	P2	2.21747714666267
RM	YNB	four-parent	1	4	P2	2.02881064559461
RM	YNB	two-parent	1	4	P2	2.19470985339753
RM	YNB	four-parent	1	4	P3	1.99266133388828
RM	YNB	two-parent	1	4	P3	2.14260656564058
RM	YNB	four-parent	1	4	P3	2.02289039965992
RM	YNB	two-parent	1	4	P3	2.18280696120467
RM	YNB	four-parent	1	4	P4	2.04431096235966
RM	YNB	two-parent	1	4	P4	2.21658591236317
RM	YNB	four-parent	1	4	P4	1.95297546265237
RM	YNB	two-parent	1	4	P4	2.00188361328963
RM	YNB	four-parent	1	4	P5	1.99192301706471
RM	YNB	two-parent	1	4	P5	2.27703764004155
RM	YNB	four-parent	1	4	P5	1.97617891243165
RM	YNB	two-parent	1	4	P5	2.1445832443254
RM	YNB	four-parent	1	0	P0	1.87523586324983
RM	YNB	two-parent	1	0	P0	2.08797460656248
RM	YNB	four-parent	1	0	P0	1.82498287980741
RM	YNB	two-parent	1	0	P0	1.90529689651676
RM	YNB	four-parent	1	4	P1	1.80700147049239
RM	YNB	two-parent	1	4	P1	2.0605972493468
RM	YNB	four-parent	1	4	P1	1.81533794487796
RM	YNB	two-parent	1	4	P1	1.89971265731234
RM	YNB	four-parent	1	4	P2	1.84518208344724
RM	YNB	two-parent	1	4	P2	1.9205958463151
RM	YNB	four-parent	1	4	P2	1.85171157872447
RM	YNB	two-parent	1	4	P2	1.97893069303045
RM	YNB	four-parent	1	4	P3	1.7163501258359
RM	YNB	two-parent	1	4	P3	2.00724238874939
RM	YNB	four-parent	1	4	P3	1.88845265120365
RM	YNB	two-parent	1	4	P3	2.04393327627327
RM	YNB	four-parent	1	4	P4	1.90511496486869
RM	YNB	two-parent	1	4	P4	2.28234002649824
RM	YNB	four-parent	1	4	P4	2.0186125313263
RM	YNB	two-parent	1	4	P4	2.46065681761123
RM	YNB	four-parent	1	4	P5	2.20951835161692
RM	YNB	two-parent	1	4	P5	2.56085680094518
RM	YNB	four-parent	1	4	P5	2.2058217479489
RM	YNB	two-parent	1	4	P5	2.07080170669283
RM	YNB	four-parent	1	4	P6	1.95499246218257
RM	YNB	four-parent	1	4	P6	2.05820992454269
RM	YNB	four-parent	1	4	P7	2.14850710472847
RM	YNB	four-parent	1	4	P7	2.08606824606055
RM	YNB	four-parent	1	4	P6	2.01261138165997
