condition_evolved	condition_measurement	population	cross	replicate	transfer	doubling_time
HU	YNB	two-parent	1	1	P7	2.07827965405204
HU	YNB	four-parent	1	1	P1	1.70150458771252
HU	YNB	two-parent	1	1	P7	2.09793577973142
HU	YNB	four-parent	1	1	P2	1.73050365805358
HU	YNB	two-parent	1	1	P8	1.98076467227043
HU	YNB	four-parent	1	1	P2	1.77023859739212
HU	YNB	two-parent	1	1	P8	2.01610574256249
HU	YNB	four-parent	1	1	P3	1.90618810229104
HU	YNB	two-parent	1	1	P9	2.1343226347576
HU	YNB	four-parent	1	1	P3	2.00064273920862
HU	YNB	two-parent	1	1	P9	2.15028259559742
HU	YNB	four-parent	1	1	P4	1.92764827451013
HU	YNB	two-parent	1	1	P10	2.16991457602161
HU	YNB	four-parent	1	1	P4	2.27846855046306
HU	YNB	two-parent	1	1	P10	2.56666006174615
HU	YNB	four-parent	1	1	P5	2.29565847436668
HU	YNB	two-parent	1	1	P11	2.64667918392186
HU	YNB	four-parent	1	1	P5	2.40886302568732
HU	YNB	two-parent	1	1	P11	2.65378542655892
HU	YNB	four-parent	1	0	P0	2.46721964481527
HU	YNB	two-parent	1	1	P12	2.77354025517639
HU	YNB	four-parent	1	0	P0	2.49863644967779
HU	YNB	two-parent	1	1	P12	2.67052982075146
HU	YNB	four-parent	1	1	P1	2.68719687374833
HU	YNB	two-parent	1	1	P13	3.1062626293637
HU	YNB	four-parent	1	1	P1	2.66929768647566
HU	YNB	two-parent	1	1	P13	2.76587737861306
HU	YNB	four-parent	1	1	P2	2.38788204113806
HU	YNB	two-parent	1	1	P14	2.710696793615
HU	YNB	four-parent	1	1	P2	2.43704594734298
HU	YNB	two-parent	1	1	P14	2.79654656065603
HU	YNB	four-parent	1	1	P3	2.62939314654452
HU	YNB	two-parent	1	1	P15	2.86874674526834
HU	YNB	four-parent	1	1	P3	2.60060771806631
HU	YNB	two-parent	1	1	P15	2.88004652358213
HU	YNB	four-parent	1	1	P4	2.14787234581211
HU	YNB	two-parent	1	1	P16	2.46621277444885
HU	YNB	four-parent	1	1	P4	2.23289039128018
HU	YNB	two-parent	1	1	P16	2.53224877310614
HU	YNB	four-parent	1	1	P5	2.23385658613425
HU	YNB	two-parent	1	1	P17	2.7637366721692
HU	YNB	four-parent	1	1	P5	2.68166629210367
HU	YNB	two-parent	1	1	P17	2.45366356398072
HU	YNB	four-parent	1	1	P6	1.8475743507815
HU	YNB	four-parent	1	1	P6	1.61865240820134
HU	YNB	four-parent	1	1	P7	1.63867790042339
HU	YNB	four-parent	1	1	P7	1.77282467056983
HU	YNB	four-parent	1	1	P8	1.68391295631477
HU	YNB	four-parent	1	1	P8	1.84545988053824
HU	YNB	four-parent	1	1	P6	1.96342243030721
HU	YNB	four-parent	1	1	P6	2.04588166002734
HU	YNB	four-parent	1	1	P7	2.11729573254645
HU	YNB	four-parent	1	1	P7	2.32083329910532
HU	YNB	four-parent	1	1	P8	2.39393908200791
HU	YNB	four-parent	1	1	P8	2.36581011951869
HU	YNB	four-parent	1	1	P9	2.4496136681123
HU	YNB	four-parent	1	1	P9	2.42156602313333
HU	YNB	four-parent	1	1	P10	2.57684892865115
HU	YNB	four-parent	1	1	P10	2.66290162730782
HU	YNB	four-parent	1	1	P11	2.31409729480872
HU	YNB	four-parent	1	1	P11	2.34280711882376
HU	YNB	four-parent	1	1	P12	2.46990239484597
HU	YNB	four-parent	1	1	P12	2.4562758991585
HU	YNB	four-parent	1	1	P13	2.047900643344
HU	YNB	four-parent	1	1	P13	1.85735321654372
HU	YNB	four-parent	1	1	P14	2.08510993207768
HU	YNB	four-parent	1	1	P14	2.06841626743023
HU	YNB	WE	0	0	P0	1.89347023540334
HU	YNB	two-parent	1	0	P0	1.92225474437899
HU	YNB	WE	0	0	P0	1.76970232833798
HU	YNB	two-parent	1	0	P0	1.92404242966837
HU	YNB	WE	0	2	P1	1.87311848115967
HU	YNB	two-parent	1	2	P1	1.98331068267155
HU	YNB	WE	0	2	P1	2.0100059876083
HU	YNB	two-parent	1	2	P1	2.09569014327094
HU	YNB	WE	0	2	P2	2.01914953999239
HU	YNB	two-parent	1	2	P2	2.12019060322934
HU	YNB	WE	0	2	P2	2.0966323728629
HU	YNB	two-parent	1	2	P2	2.29380746552937
HU	YNB	WE	0	2	P3	2.23411146425416
HU	YNB	two-parent	1	2	P3	2.39531590733722
HU	YNB	WE	0	2	P3	2.2430429919581
HU	YNB	two-parent	1	2	P3	2.49150849664851
HU	YNB	WE	0	2	P4	2.35129686417939
HU	YNB	two-parent	1	2	P4	2.52785952382026
HU	YNB	WE	0	2	P4	2.51179929408647
HU	YNB	two-parent	1	2	P4	2.63010591478534
HU	YNB	WE	0	2	P5	2.34140256322781
HU	YNB	two-parent	1	2	P5	2.6166495220421
HU	YNB	WE	0	2	P5	2.48941843595367
HU	YNB	two-parent	1	2	P5	2.71374181673176
HU	YNB	WE	0	0	P0	2.5059898416639
HU	YNB	two-parent	1	0	P0	2.86916855991972
HU	YNB	WE	0	0	P0	2.48537828933402
HU	YNB	two-parent	1	0	P0	2.67265235697148
HU	YNB	WE	0	2	P1	2.44109114758081
HU	YNB	two-parent	1	2	P1	3.06460459916215
HU	YNB	WE	0	2	P1	2.73687683433375
HU	YNB	two-parent	1	2	P1	2.76839221906652
HU	YNB	WE	0	2	P2	2.62124884457808
HU	YNB	two-parent	1	2	P2	2.90700588135064
HU	YNB	WE	0	2	P2	2.67200119468447
HU	YNB	two-parent	1	2	P2	2.8306206381197
HU	YNB	WE	0	2	P3	2.36493715278131
HU	YNB	two-parent	1	2	P3	3.00196203949561
HU	YNB	WE	0	2	P3	2.35548318557565
HU	YNB	two-parent	1	2	P3	2.66031268084811
HU	YNB	WE	0	2	P4	1.95354636112623
HU	YNB	two-parent	1	2	P4	2.24132955403421
HU	YNB	WE	0	2	P4	1.84865175785039
HU	YNB	two-parent	1	2	P4	2.46094289706735
HU	YNB	WE	0	2	P5	2.13807723476806
HU	YNB	two-parent	1	2	P5	2.38278991372088
HU	YNB	WE	0	2	P5	2.23008202836655
HU	YNB	two-parent	1	2	P5	2.53978069813425
HU	YNB	WE	0	2	P6	1.99553529878129
HU	YNB	WE	0	2	P6	2.01516615851014
HU	YNB	WE	0	2	P7	2.00323651708357
HU	YNB	WE	0	2	P7	2.08091985874596
HU	YNB	WE	0	2	P8	2.17434160276241
HU	YNB	WE	0	2	P8	2.03838938256106
HU	YNB	WE	0	2	P6	2.21648281210855
HU	YNB	WE	0	2	P6	2.16386201435461
HU	YNB	WE	0	2	P7	2.26799050579565
HU	YNB	WE	0	2	P7	2.40418872388904
HU	YNB	WE	0	2	P8	2.45605922755305
HU	YNB	WE	0	2	P8	2.56807933840385
HU	YNB	WE	0	2	P9	2.61308217451082
HU	YNB	WE	0	2	P9	2.473952085497
HU	YNB	WE	0	2	P10	2.44651447025562
HU	YNB	WE	0	2	P10	2.46196304106785
HU	YNB	WE	0	2	P11	2.45320906773684
HU	YNB	WE	0	2	P11	2.62923287912141
HU	YNB	WE	0	2	P12	2.34153870748822
HU	YNB	WE	0	2	P12	2.24548037348049
HU	YNB	WE	0	2	P13	1.96173535798784
HU	YNB	WE	0	2	P13	1.94685094301789
HU	YNB	WE	0	2	P14	2.09128010460699
HU	YNB	WE	0	2	P14	2.09909696070427
HU	YNB	four-parent	1	0	P0	2.27843219093176
HU	YNB	two-parent	1	2	P6	2.21794305767142
HU	YNB	four-parent	1	0	P0	2.04371107181546
HU	YNB	two-parent	1	2	P6	1.94439767969246
HU	YNB	four-parent	1	2	P1	1.97796665807865
HU	YNB	two-parent	1	2	P7	2.18751209112603
HU	YNB	four-parent	1	2	P1	2.11060034440508
HU	YNB	two-parent	1	2	P7	2.34168047861552
HU	YNB	four-parent	1	2	P2	2.19908904795791
HU	YNB	two-parent	1	2	P8	2.34068117610366
HU	YNB	four-parent	1	2	P2	2.23029216435359
HU	YNB	two-parent	1	2	P8	2.46181681769822
HU	YNB	four-parent	1	2	P3	2.2748284775932
HU	YNB	two-parent	1	2	P9	2.41095747616126
HU	YNB	four-parent	1	2	P3	2.28218893315623
HU	YNB	two-parent	1	2	P9	2.43896310932414
HU	YNB	four-parent	1	2	P4	2.53641317078151
HU	YNB	two-parent	1	2	P10	2.78501307696117
HU	YNB	four-parent	1	2	P4	2.73139238045745
HU	YNB	two-parent	1	2	P10	2.74548838032418
HU	YNB	four-parent	1	2	P5	2.71943688484762
HU	YNB	two-parent	1	2	P11	2.73216937118318
HU	YNB	four-parent	1	2	P5	2.81649122255018
HU	YNB	two-parent	1	2	P11	2.96401256543514
HU	YNB	four-parent	1	0	P0	2.67943814870539
HU	YNB	two-parent	1	2	P12	2.84660374828066
HU	YNB	four-parent	1	0	P0	2.66198254020953
HU	YNB	two-parent	1	2	P12	2.94913425032363
HU	YNB	four-parent	1	2	P1	2.70830953824093
HU	YNB	two-parent	1	2	P13	2.74649079913663
HU	YNB	four-parent	1	2	P1	2.59923260332913
HU	YNB	two-parent	1	2	P13	2.69230671918297
HU	YNB	four-parent	1	2	P2	2.89251589428759
HU	YNB	two-parent	1	2	P14	3.15177744775142
HU	YNB	four-parent	1	2	P2	2.93160241976578
HU	YNB	two-parent	1	2	P14	2.90873568229757
HU	YNB	four-parent	1	2	P3	2.73165766365441
HU	YNB	two-parent	1	2	P15	2.87358251728426
HU	YNB	four-parent	1	2	P3	2.61878388916417
HU	YNB	two-parent	1	2	P15	2.78596062449078
HU	YNB	four-parent	1	2	P4	2.35085122578889
HU	YNB	two-parent	1	2	P16	2.41508910700213
HU	YNB	four-parent	1	2	P4	2.30579175556667
HU	YNB	two-parent	1	2	P16	2.4638409861995
HU	YNB	four-parent	1	2	P5	2.21142602116579
HU	YNB	two-parent	1	2	P17	2.32956340276492
HU	YNB	four-parent	1	2	P5	2.25917742910451
HU	YNB	two-parent	1	2	P17	2.56002359195614
HU	YNB	four-parent	1	2	P6	2.66047094539649
HU	YNB	four-parent	1	2	P6	2.1137818530438
HU	YNB	four-parent	1	2	P7	1.98935898446574
HU	YNB	four-parent	1	2	P7	2.19389469078449
HU	YNB	four-parent	1	2	P8	2.15912298482956
HU	YNB	four-parent	1	2	P8	2.25940914760716
HU	YNB	four-parent	1	2	P6	2.27427011026113
HU	YNB	four-parent	1	2	P6	2.26428457519914
HU	YNB	four-parent	1	2	P7	2.48999044879632
HU	YNB	four-parent	1	2	P7	2.59557601349408
HU	YNB	four-parent	1	2	P8	2.5064208794386
HU	YNB	four-parent	1	2	P8	2.80366611439589
HU	YNB	four-parent	1	2	P9	2.66844181002651
HU	YNB	four-parent	1	2	P9	2.68085931394163
HU	YNB	four-parent	1	2	P10	2.66518503542544
HU	YNB	four-parent	1	2	P10	2.41841860185938
HU	YNB	four-parent	1	2	P11	2.61620901587519
HU	YNB	four-parent	1	2	P11	2.538820396385
HU	YNB	four-parent	1	2	P12	2.41243553359034
HU	YNB	four-parent	1	2	P12	2.18122932560023
HU	YNB	four-parent	1	2	P13	2.03747793747126
HU	YNB	four-parent	1	2	P13	2.05545446629634
HU	YNB	four-parent	1	2	P14	1.88075919814114
HU	YNB	four-parent	1	2	P14	1.90238796112848
HU	YNB	SA	0	0	P0	2.24126012345678
HU	YNB	two-parent	1	0	P0	2.51187288304816
HU	YNB	SA	0	0	P0	2.04083773301734
HU	YNB	two-parent	1	0	P0	2.26534111751315
HU	YNB	SA	0	1	P1	2.02713434998418
HU	YNB	two-parent	1	3	P1	2.12451340399826
HU	YNB	SA	0	1	P1	2.13173092032617
HU	YNB	two-parent	1	3	P1	2.41059663168875
HU	YNB	SA	0	1	P2	2.25404051987365
HU	YNB	two-parent	1	3	P2	2.34216216919627
HU	YNB	SA	0	1	P2	2.23877019272532
HU	YNB	two-parent	1	3	P2	2.40948217253346
HU	YNB	SA	0	1	P3	2.22413909201456
HU	YNB	two-parent	1	3	P3	2.52995562746141
HU	YNB	SA	0	1	P3	2.29595627112073
HU	YNB	two-parent	1	3	P3	2.44190504188519
HU	YNB	SA	0	1	P4	2.4723934888118
HU	YNB	two-parent	1	3	P4	2.47079793545022
HU	YNB	SA	0	1	P4	2.46586647862181
HU	YNB	two-parent	1	3	P4	2.34151317472904
HU	YNB	SA	0	1	P5	2.4078187302659
HU	YNB	two-parent	1	3	P5	2.50028124009578
HU	YNB	SA	0	1	P5	2.73431179739859
HU	YNB	two-parent	1	3	P5	2.73404659724058
HU	YNB	SA	0	0	P0	2.68242259350111
HU	YNB	two-parent	1	0	P0	2.59917297066585
HU	YNB	SA	0	0	P0	2.7018463221746
HU	YNB	two-parent	1	0	P0	2.96701984083043
HU	YNB	SA	0	1	P1	2.70668391375884
HU	YNB	two-parent	1	3	P1	2.59298040157404
HU	YNB	SA	0	1	P1	2.59263114846747
HU	YNB	two-parent	1	3	P1	2.66561948220202
HU	YNB	SA	0	1	P2	2.70777844271416
HU	YNB	two-parent	1	3	P2	2.82503202322328
HU	YNB	SA	0	1	P2	2.62708605512394
HU	YNB	two-parent	1	3	P2	2.63260101569642
HU	YNB	SA	0	1	P3	2.45541915138981
HU	YNB	two-parent	1	3	P3	2.68328380091473
HU	YNB	SA	0	1	P3	2.53700321719618
HU	YNB	two-parent	1	3	P3	2.71749826670481
HU	YNB	SA	0	1	P4	2.42251248854833
HU	YNB	two-parent	1	3	P4	2.53714871891054
HU	YNB	SA	0	1	P4	2.26589560093996
HU	YNB	two-parent	1	3	P4	2.31040473443675
HU	YNB	SA	0	1	P5	2.36179401181675
HU	YNB	two-parent	1	3	P5	2.55212197119215
HU	YNB	SA	0	1	P5	2.43692256042512
HU	YNB	two-parent	1	3	P5	2.77758439244201
HU	YNB	SA	0	1	P6	2.07498359411543
HU	YNB	SA	0	1	P6	2.10151750644795
HU	YNB	SA	0	1	P7	2.10556631559816
HU	YNB	SA	0	1	P7	2.17300353438235
HU	YNB	SA	0	1	P8	2.39259632803975
HU	YNB	SA	0	1	P8	2.32822479363068
HU	YNB	SA	0	1	P6	2.40888477940437
HU	YNB	SA	0	1	P6	2.42694718286717
HU	YNB	SA	0	1	P7	2.4380504982021
HU	YNB	SA	0	1	P7	2.39974974878799
HU	YNB	SA	0	1	P8	2.63036056303527
HU	YNB	SA	0	1	P8	2.87971492573875
HU	YNB	SA	0	1	P9	2.74675557198599
HU	YNB	SA	0	1	P9	2.83981350651315
HU	YNB	SA	0	1	P10	3.01004468225474
HU	YNB	SA	0	1	P10	2.98836760803257
HU	YNB	SA	0	1	P11	3.28877339714223
HU	YNB	SA	0	1	P11	2.98231085357032
HU	YNB	SA	0	1	P12	2.87906985222764
HU	YNB	SA	0	1	P12	2.87204148254959
HU	YNB	SA	0	1	P13	2.87481736176116
HU	YNB	SA	0	1	P13	2.72804030018013
HU	YNB	SA	0	1	P14	2.91866835504076
HU	YNB	SA	0	1	P14	3.05878952235522
HU	YNB	four-parent	1	0	P0	2.39768605196017
HU	YNB	two-parent	1	3	P6	2.19795259234885
HU	YNB	four-parent	1	0	P0	2.20006929703898
HU	YNB	two-parent	1	3	P6	2.17952196247201
HU	YNB	four-parent	1	3	P1	2.04606801674316
HU	YNB	two-parent	1	3	P7	2.28992977272492
HU	YNB	four-parent	1	3	P1	2.33310183839528
HU	YNB	two-parent	1	3	P7	2.37653357405447
HU	YNB	four-parent	1	3	P2	2.18643685300911
HU	YNB	two-parent	1	3	P8	2.25353454195651
HU	YNB	four-parent	1	3	P2	2.26250300427968
HU	YNB	two-parent	1	3	P8	2.30766670541309
HU	YNB	four-parent	1	3	P3	2.49562333086623
HU	YNB	two-parent	1	3	P9	2.58645315535966
HU	YNB	four-parent	1	3	P3	2.50486457201609
HU	YNB	two-parent	1	3	P9	2.4344991339987
HU	YNB	four-parent	1	3	P4	2.47035564243885
HU	YNB	two-parent	1	3	P10	2.61451495769483
HU	YNB	four-parent	1	3	P4	2.70852725809502
HU	YNB	two-parent	1	3	P10	2.71347935237236
HU	YNB	four-parent	1	3	P5	2.54640095458343
HU	YNB	two-parent	1	3	P11	2.63238681560252
HU	YNB	four-parent	1	3	P5	2.97780649874411
HU	YNB	two-parent	1	3	P11	2.8750969385916
HU	YNB	four-parent	1	0	P0	2.77440716530189
HU	YNB	two-parent	1	3	P12	2.6024191766293
HU	YNB	four-parent	1	0	P0	2.83238302279108
HU	YNB	two-parent	1	3	P12	2.81523701368218
HU	YNB	four-parent	1	3	P1	2.85127561772561
HU	YNB	two-parent	1	3	P13	2.74479273442036
HU	YNB	four-parent	1	3	P1	2.82066649092489
HU	YNB	two-parent	1	3	P13	2.96534269292184
HU	YNB	four-parent	1	3	P2	2.95368070115546
HU	YNB	two-parent	1	3	P14	2.83639103122768
HU	YNB	four-parent	1	3	P2	2.6169330298849
HU	YNB	two-parent	1	3	P14	2.89090420747496
HU	YNB	four-parent	1	3	P3	2.7476639161827
HU	YNB	two-parent	1	3	P15	2.6575869497239
HU	YNB	four-parent	1	3	P3	2.81276586230414
HU	YNB	two-parent	1	3	P15	2.73120668771407
HU	YNB	four-parent	1	3	P4	2.68178419419193
HU	YNB	two-parent	1	3	P16	2.49583220085763
HU	YNB	four-parent	1	3	P4	2.55514191957557
HU	YNB	two-parent	1	3	P16	2.61135887795648
HU	YNB	four-parent	1	3	P5	2.49803279272319
HU	YNB	two-parent	1	3	P17	2.67509318101908
HU	YNB	four-parent	1	3	P5	2.68537275938978
HU	YNB	two-parent	1	3	P17	2.78409770170543
HU	YNB	four-parent	1	3	P6	2.466858348425
HU	YNB	four-parent	1	3	P6	2.11667622987701
HU	YNB	four-parent	1	3	P7	2.0797370249386
HU	YNB	four-parent	1	3	P7	2.31348654394511
HU	YNB	four-parent	1	3	P8	2.07048250661133
HU	YNB	four-parent	1	3	P8	2.15879753846894
HU	YNB	four-parent	1	3	P6	2.40957147146528
HU	YNB	four-parent	1	3	P6	2.39446673384798
HU	YNB	four-parent	1	3	P7	2.49053357719676
HU	YNB	four-parent	1	3	P7	2.73101974319315
HU	YNB	four-parent	1	3	P8	2.77250822644903
HU	YNB	four-parent	1	3	P8	2.86653467400938
HU	YNB	four-parent	1	3	P9	2.67818556727518
HU	YNB	four-parent	1	3	P9	2.67530753809424
HU	YNB	four-parent	1	3	P10	2.6764770735461
HU	YNB	four-parent	1	3	P10	2.67279591418073
HU	YNB	four-parent	1	3	P11	2.41971600315196
HU	YNB	four-parent	1	3	P11	2.48387781838544
HU	YNB	four-parent	1	3	P12	2.25771881618066
HU	YNB	four-parent	1	3	P12	2.33318449929354
HU	YNB	four-parent	1	3	P13	1.95032672048787
HU	YNB	four-parent	1	3	P13	2.03364332128025
HU	YNB	four-parent	1	3	P14	1.87608976372454
HU	YNB	four-parent	1	3	P14	1.95691608020584
HU	YNB	SA	0	0	P0	2.21855436632196
HU	YNB	two-parent	1	0	P0	2.43553351695472
HU	YNB	SA	0	0	P0	2.14990416412316
HU	YNB	two-parent	1	0	P0	2.35402803060427
HU	YNB	SA	0	2	P1	2.15579919074328
HU	YNB	two-parent	1	3	P1	2.21764162279152
HU	YNB	SA	0	2	P1	2.22499827916573
HU	YNB	two-parent	1	3	P1	2.29379030840784
HU	YNB	SA	0	2	P2	2.17320730531049
HU	YNB	two-parent	1	3	P2	2.26040085080022
HU	YNB	SA	0	2	P2	2.30293137630368
HU	YNB	two-parent	1	3	P2	2.36484048564316
HU	YNB	SA	0	2	P3	2.28924082437085
HU	YNB	two-parent	1	3	P3	2.30674405037906
HU	YNB	SA	0	2	P3	2.19687703202165
HU	YNB	two-parent	1	3	P3	2.30754477398509
HU	YNB	SA	0	2	P4	2.39873543292386
HU	YNB	two-parent	1	3	P4	2.50648243551624
HU	YNB	SA	0	2	P4	2.63963803903847
HU	YNB	two-parent	1	3	P4	2.63207349016622
HU	YNB	SA	0	2	P5	2.6253073022658
HU	YNB	two-parent	1	3	P5	2.72027319494049
HU	YNB	SA	0	2	P5	2.73140781137301
HU	YNB	two-parent	1	3	P5	2.72435742851871
HU	YNB	SA	0	0	P0	2.58752314124214
HU	YNB	two-parent	1	0	P0	2.52549122186018
HU	YNB	SA	0	0	P0	2.69519901643282
HU	YNB	two-parent	1	0	P0	3.00468328844567
HU	YNB	SA	0	2	P1	2.76854693645144
HU	YNB	two-parent	1	3	P1	2.45728449876064
HU	YNB	SA	0	2	P1	2.542879042898
HU	YNB	two-parent	1	3	P1	2.44366907351696
HU	YNB	SA	0	2	P2	2.5098172440388
HU	YNB	two-parent	1	3	P2	2.68668456189527
HU	YNB	SA	0	2	P2	2.6600778133814
HU	YNB	two-parent	1	3	P2	2.73296855980707
HU	YNB	SA	0	2	P3	2.63261089669881
HU	YNB	two-parent	1	3	P3	2.65474668134685
HU	YNB	SA	0	2	P3	2.5836795117943
HU	YNB	two-parent	1	3	P3	2.63833549421866
HU	YNB	SA	0	2	P4	2.46862495003915
HU	YNB	two-parent	1	3	P4	2.55832459651669
HU	YNB	SA	0	2	P4	2.42454672515805
HU	YNB	two-parent	1	3	P4	2.61248671142521
HU	YNB	SA	0	2	P5	2.39485887854322
HU	YNB	two-parent	1	3	P5	2.55131768070079
HU	YNB	SA	0	2	P5	2.44744535670709
HU	YNB	two-parent	1	3	P5	2.6110741329644
HU	YNB	SA	0	2	P6	2.28477194916543
HU	YNB	SA	0	2	P6	2.19493950932878
HU	YNB	SA	0	2	P7	2.17188321693791
HU	YNB	SA	0	2	P7	2.22163318745248
HU	YNB	SA	0	2	P8	2.30899495826815
HU	YNB	SA	0	2	P8	2.46726107908803
HU	YNB	SA	0	2	P6	2.26521700818506
HU	YNB	SA	0	2	P6	2.30329715324568
HU	YNB	SA	0	2	P7	2.43583966438228
HU	YNB	SA	0	2	P7	2.49150620151787
HU	YNB	SA	0	2	P8	2.71473820364468
HU	YNB	SA	0	2	P8	2.79990437306319
HU	YNB	SA	0	2	P9	2.64463030439216
HU	YNB	SA	0	2	P9	2.71088973074452
HU	YNB	SA	0	2	P10	2.97683901735964
HU	YNB	SA	0	2	P10	2.68430622464916
HU	YNB	SA	0	2	P11	2.80005742671074
HU	YNB	SA	0	2	P11	2.95916128974377
HU	YNB	SA	0	2	P12	2.87920828219306
HU	YNB	SA	0	2	P12	2.85555752496707
HU	YNB	SA	0	2	P13	2.79131584688199
HU	YNB	SA	0	2	P13	2.67368513793285
HU	YNB	SA	0	2	P14	2.71110942959773
HU	YNB	SA	0	2	P14	2.67387129143922
HU	YNB	four-parent	1	0	P0	2.51407476421478
HU	YNB	two-parent	1	3	P6	2.44076316370778
HU	YNB	four-parent	1	0	P0	2.32266410473627
HU	YNB	two-parent	1	3	P6	2.2230284956979
HU	YNB	four-parent	1	4	P1	2.09248490819482
HU	YNB	two-parent	1	3	P7	2.28935597426799
HU	YNB	four-parent	1	4	P1	2.22722075695254
HU	YNB	two-parent	1	3	P7	2.29116249618686
HU	YNB	four-parent	1	4	P2	2.42926462536556
HU	YNB	two-parent	1	3	P8	2.45075573176178
HU	YNB	four-parent	1	4	P2	2.3635951464493
HU	YNB	two-parent	1	3	P8	2.38640286901041
HU	YNB	four-parent	1	4	P3	2.37710450164913
HU	YNB	two-parent	1	3	P9	2.40630110047851
HU	YNB	four-parent	1	4	P3	2.54228547993469
HU	YNB	two-parent	1	3	P9	2.62421058483496
HU	YNB	four-parent	1	4	P4	2.45264254815923
HU	YNB	two-parent	1	3	P10	2.32124887363167
HU	YNB	four-parent	1	4	P4	2.40758962338962
HU	YNB	two-parent	1	3	P10	2.42936259099194
HU	YNB	four-parent	1	4	P5	2.53846699081705
HU	YNB	two-parent	1	3	P11	2.71306230650213
HU	YNB	four-parent	1	4	P5	2.63127475842069
HU	YNB	two-parent	1	3	P11	2.56652624205185
HU	YNB	four-parent	1	0	P0	2.56701557743246
HU	YNB	two-parent	1	3	P12	2.43486109697647
HU	YNB	four-parent	1	0	P0	2.60326045135372
HU	YNB	two-parent	1	3	P12	2.7217908416413
HU	YNB	four-parent	1	4	P1	2.7907950530842
HU	YNB	two-parent	1	3	P13	2.65566235033852
HU	YNB	four-parent	1	4	P1	2.58670707181287
HU	YNB	two-parent	1	3	P13	2.56022111580463
HU	YNB	four-parent	1	4	P2	2.61109483563858
HU	YNB	two-parent	1	3	P14	2.63943692942631
HU	YNB	four-parent	1	4	P2	2.76834253447786
HU	YNB	two-parent	1	3	P14	2.66500437979974
HU	YNB	two-parent	1	3	P15	2.60422763009714
HU	YNB	two-parent	1	3	P15	2.6084111002444
HU	YNB	four-parent	1	4	P4	2.47031513860742
HU	YNB	two-parent	1	3	P16	2.34577687181871
HU	YNB	four-parent	1	4	P4	2.36180744119432
HU	YNB	two-parent	1	3	P16	2.57763980295612
HU	YNB	four-parent	1	4	P5	2.50188749607541
HU	YNB	two-parent	1	3	P17	2.42613384924764
HU	YNB	four-parent	1	4	P5	2.56902078068296
HU	YNB	two-parent	1	3	P17	2.69977633000065
HU	YNB	four-parent	1	4	P6	2.44108785866783
HU	YNB	four-parent	1	4	P6	2.1481180687278
HU	YNB	four-parent	1	4	P7	1.95235098908398
HU	YNB	four-parent	1	4	P7	2.04337035124774
HU	YNB	four-parent	1	4	P8	1.98879711259581
HU	YNB	four-parent	1	4	P8	2.02611682696846
HU	YNB	four-parent	1	4	P6	2.22834486791265
HU	YNB	four-parent	1	4	P6	2.64548175385251
HU	YNB	four-parent	1	4	P7	2.30966457243578
HU	YNB	four-parent	1	4	P7	2.26157673569946
HU	YNB	four-parent	1	4	P8	2.27235537328144
HU	YNB	four-parent	1	4	P8	2.42570778057379
HU	YNB	four-parent	1	4	P9	2.24903185689677
HU	YNB	four-parent	1	4	P9	2.24148827023197
HU	YNB	four-parent	1	4	P10	2.24980096769734
HU	YNB	four-parent	1	4	P10	2.20466794403042
HU	YNB	four-parent	1	4	P11	2.12990356983952
HU	YNB	four-parent	1	4	P11	2.13139889524402
HU	YNB	four-parent	1	4	P12	1.79694307958217
HU	YNB	four-parent	1	4	P12	1.83536983476513
HU	YNB	four-parent	1	4	P13	1.53025154179972
HU	YNB	four-parent	1	4	P13	1.78041252203202
HU	YNB	four-parent	1	4	P14	1.5634416083531
HU	YNB	four-parent	1	4	P14	1.70289007768557
HU	YNB	NA	0	0	P0	2.13043825882336
HU	YNB	two-parent	2	0	P0	2.3913295277553
HU	YNB	NA	0	0	P0	2.30520489482309
HU	YNB	two-parent	2	0	P0	2.4037386481923
HU	YNB	NA	0	1	P1	2.36128589565839
HU	YNB	two-parent	2	1	P1	2.42163275719951
HU	YNB	NA	0	1	P1	2.34066510797548
HU	YNB	two-parent	2	1	P1	2.4131054241976
HU	YNB	NA	0	1	P2	2.40206962718941
HU	YNB	two-parent	2	1	P2	2.39343450411325
HU	YNB	NA	0	1	P2	2.50760731428993
HU	YNB	two-parent	2	1	P2	2.43499554061242
HU	YNB	NA	0	1	P3	2.42212490439477
HU	YNB	two-parent	2	1	P3	2.55478160433734
HU	YNB	NA	0	1	P3	2.44774468369801
HU	YNB	two-parent	2	1	P3	2.54740900214618
HU	YNB	NA	0	1	P4	2.48823441476656
HU	YNB	two-parent	2	1	P4	2.48236150142649
HU	YNB	NA	0	1	P4	2.44448544510829
HU	YNB	two-parent	2	1	P4	2.44665302517707
HU	YNB	NA	0	1	P5	2.49389540755801
HU	YNB	two-parent	2	1	P5	2.63392921655223
HU	YNB	NA	0	1	P5	2.51480657631475
HU	YNB	two-parent	2	1	P5	2.64268895039068
HU	YNB	NA	0	0	P0	2.49626950752216
HU	YNB	two-parent	2	0	P0	2.65586654739713
HU	YNB	NA	0	0	P0	2.5120146599559
HU	YNB	two-parent	2	0	P0	2.54008950487094
HU	YNB	NA	0	1	P1	2.52032406184035
HU	YNB	two-parent	2	1	P1	2.6080896123457
HU	YNB	NA	0	1	P1	2.55220671416473
HU	YNB	two-parent	2	1	P1	2.83483207166734
