condition_evolved	condition_measurement	population	cross	replicate	transfer	doubling_time
HU	YNB	WE	0	0	P0	1.55585002276239
HU	YNB	two-parent	1	0	P0	2.20026220157617
HU	YNB	WE	0	0	P0	2.05086153607617
HU	YNB	two-parent	1	0	P0	2.4508154145516
HU	YNB	WE	0	1	P1	2.18207836648383
HU	YNB	two-parent	1	1	P1	2.27766799476949
HU	YNB	WE	0	1	P1	2.12837155429889
HU	YNB	two-parent	1	1	P1	2.46305956003038
HU	YNB	WE	0	1	P2	2.39626023779197
HU	YNB	two-parent	1	1	P2	1.76236967836467
HU	YNB	WE	0	1	P2	2.32597673348327
HU	YNB	two-parent	1	1	P2	1.89643472272471
HU	YNB	WE	0	1	P3	2.00590365528375
HU	YNB	two-parent	1	1	P3	2.43191829838401
HU	YNB	WE	0	1	P3	2.30227013825449
HU	YNB	two-parent	1	1	P3	2.20462573756219
HU	YNB	WE	0	1	P4	2.09459111194232
HU	YNB	two-parent	1	1	P4	2.35582494962696
HU	YNB	WE	0	1	P4	2.30756523029703
HU	YNB	two-parent	1	1	P4	2.28963838363543
HU	YNB	WE	0	1	P5	2.23033916287684
HU	YNB	two-parent	1	1	P5	2.17925939562631
HU	YNB	WE	0	1	P5	2.1336257706838
HU	YNB	two-parent	1	1	P5	2.0352339185164
HU	YNB	WE	0	0	P0	1.88255760077785
HU	YNB	two-parent	1	0	P0	2.03867863985733
HU	YNB	WE	0	0	P0	1.81471415955747
HU	YNB	two-parent	1	0	P0	1.94248001653043
HU	YNB	WE	0	1	P1	1.94984381012295
HU	YNB	two-parent	1	1	P1	2.19447581490748
HU	YNB	WE	0	1	P1	2.33393580110885
HU	YNB	two-parent	1	1	P1	2.28656359195086
HU	YNB	WE	0	1	P2	2.36799247084086
HU	YNB	two-parent	1	1	P2	1.98115485244827
HU	YNB	WE	0	1	P2	2.07737406094014
HU	YNB	two-parent	1	1	P2	1.99688946668025
HU	YNB	WE	0	1	P3	2.02452365460142
HU	YNB	two-parent	1	1	P3	2.29521594544453
HU	YNB	WE	0	1	P3	2.08444228580164
HU	YNB	two-parent	1	1	P3	1.94556476360269
HU	YNB	WE	0	1	P4	1.47517369890425
HU	YNB	two-parent	1	1	P4	1.83284169204762
HU	YNB	WE	0	1	P4	1.63510823116489
HU	YNB	two-parent	1	1	P4	2.07119604841095
HU	YNB	WE	0	1	P5	1.5865411485894
HU	YNB	two-parent	1	1	P5	2.05167478699709
HU	YNB	WE	0	1	P5	1.73858709166168
HU	YNB	two-parent	1	1	P5	1.76285056751114
HU	YNB	WE	0	1	P6	1.76252456787422
HU	YNB	WE	0	1	P6	1.80552469232942
HU	YNB	WE	0	1	P7	1.83531905121593
HU	YNB	WE	0	1	P7	1.78605271096094
HU	YNB	WE	0	1	P8	2.05674968469576
HU	YNB	WE	0	1	P8	1.97508907690355
HU	YNB	WE	0	1	P6	1.9158233326946
HU	YNB	WE	0	1	P6	1.89182306034124
HU	YNB	WE	0	1	P7	1.86547582238865
HU	YNB	WE	0	1	P7	2.05626814445757
HU	YNB	WE	0	1	P8	1.97281133832619
HU	YNB	WE	0	1	P8	2.02473058087335
HU	YNB	WE	0	1	P9	1.7581331887791
HU	YNB	WE	0	1	P9	1.77216738776521
HU	YNB	WE	0	1	P10	1.87564668492772
HU	YNB	WE	0	1	P10	2.04110306776952
HU	YNB	WE	0	1	P11	2.15410877175827
HU	YNB	WE	0	1	P11	2.03793445739675
HU	YNB	WE	0	1	P12	2.17286874681741
HU	YNB	WE	0	1	P12	2.06727258451244
HU	YNB	WE	0	1	P13	1.72751050197158
HU	YNB	WE	0	1	P13	1.74117718350886
HU	YNB	WE	0	1	P14	1.8602547603386
HU	YNB	WE	0	1	P14	1.74931740691929
HU	YNB	four-parent	1	0	P0	1.73060029686713
HU	YNB	two-parent	1	1	P6	1.9642660944012
HU	YNB	four-parent	1	0	P0	2.01742608761804
HU	YNB	two-parent	1	1	P6	2.02846510087196
HU	YNB	four-parent	1	1	P1	1.93605264058967
HU	YNB	two-parent	1	1	P7	2.08357301017493
HU	YNB	four-parent	1	1	P1	1.87916385862673
HU	YNB	two-parent	1	1	P7	2.17901217330441
HU	YNB	four-parent	1	1	P2	1.97722166759116
HU	YNB	two-parent	1	1	P8	2.04046944412673
HU	YNB	four-parent	1	1	P2	1.95517995815563
HU	YNB	two-parent	1	1	P8	1.93676630241217
HU	YNB	four-parent	1	1	P3	1.82974450968202
HU	YNB	two-parent	1	1	P9	1.94817066952816
HU	YNB	four-parent	1	1	P3	1.81901910550791
HU	YNB	two-parent	1	1	P9	2.07261217965474
HU	YNB	four-parent	1	1	P4	1.8487619227222
HU	YNB	two-parent	1	1	P10	2.02647314363154
HU	YNB	four-parent	1	1	P4	1.90305221378731
HU	YNB	two-parent	1	1	P10	2.11785273027321
HU	YNB	four-parent	1	1	P5	1.7641833959042
HU	YNB	two-parent	1	1	P11	2.04717467058188
HU	YNB	four-parent	1	1	P5	1.77264262890664
HU	YNB	two-parent	1	1	P11	2.07866834171623
HU	YNB	four-parent	1	0	P0	1.79525418719856
HU	YNB	two-parent	1	1	P12	2.1244753954232
HU	YNB	four-parent	1	0	P0	1.88594482973066
HU	YNB	two-parent	1	1	P12	2.02944367683276
HU	YNB	four-parent	1	1	P1	1.81306932336237
HU	YNB	two-parent	1	1	P13	1.9976244560381
HU	YNB	four-parent	1	1	P1	1.97194489243537
HU	YNB	two-parent	1	1	P13	2.2569837217104
HU	YNB	four-parent	1	1	P2	2.05357714229182
HU	YNB	two-parent	1	1	P14	2.16450803693641
HU	YNB	four-parent	1	1	P2	1.9381407948342
HU	YNB	two-parent	1	1	P14	2.10017776903803
HU	YNB	four-parent	1	1	P3	1.8870206778123
HU	YNB	two-parent	1	1	P15	2.24317641853534
HU	YNB	four-parent	1	1	P3	1.99513744736892
HU	YNB	two-parent	1	1	P15	2.01406554886434
HU	YNB	four-parent	1	1	P4	1.82775633949728
HU	YNB	two-parent	1	1	P16	1.93127258526463
HU	YNB	four-parent	1	1	P4	1.86576200910404
HU	YNB	two-parent	1	1	P16	2.08983889433021
HU	YNB	four-parent	1	1	P5	1.84083611029913
HU	YNB	two-parent	1	1	P17	2.14628156930003
HU	YNB	four-parent	1	1	P5	2.04645315139548
HU	YNB	two-parent	1	1	P17	2.11394968170333
HU	YNB	four-parent	1	1	P6	2.14558809946816
HU	YNB	four-parent	1	1	P6	1.84849494903209
HU	YNB	four-parent	1	1	P7	1.79613664878545
HU	YNB	four-parent	1	1	P7	1.85629982848902
HU	YNB	four-parent	1	1	P8	1.85781153176462
HU	YNB	four-parent	1	1	P8	1.73688789927113
HU	YNB	four-parent	1	1	P6	1.92769005065974
HU	YNB	four-parent	1	1	P6	1.78212817381603
HU	YNB	four-parent	1	1	P7	1.79946631775768
HU	YNB	four-parent	1	1	P7	1.84642242044511
HU	YNB	four-parent	1	1	P8	1.76023105384656
HU	YNB	four-parent	1	1	P8	1.65423419731739
HU	YNB	four-parent	1	1	P9	1.57586896782059
HU	YNB	four-parent	1	1	P9	1.66450780901842
HU	YNB	four-parent	1	1	P10	1.71730565708733
HU	YNB	four-parent	1	1	P10	1.70663891772474
HU	YNB	four-parent	1	1	P11	1.85391890644004
HU	YNB	four-parent	1	1	P11	1.51893462269806
HU	YNB	four-parent	1	1	P12	1.84953238883415
HU	YNB	four-parent	1	1	P12	1.75016791667938
HU	YNB	four-parent	1	1	P13	1.7297689928724
HU	YNB	four-parent	1	1	P13	1.80159059924451
HU	YNB	four-parent	1	1	P14	1.80431838450771
HU	YNB	four-parent	1	1	P14	1.8913285538087
HU	YNB	WE	0	0	P0	1.98706708547374
HU	YNB	two-parent	1	0	P0	2.08699288284137
HU	YNB	WE	0	0	P0	1.93363994214162
HU	YNB	two-parent	1	0	P0	1.99460116778289
HU	YNB	WE	0	2	P1	1.82808877633114
HU	YNB	two-parent	1	2	P1	1.94435478111751
HU	YNB	WE	0	2	P1	1.84134178512043
HU	YNB	two-parent	1	2	P1	1.98642064458273
HU	YNB	WE	0	2	P2	1.79741005657323
HU	YNB	two-parent	1	2	P2	1.86893291937072
HU	YNB	WE	0	2	P2	1.86147329375589
HU	YNB	two-parent	1	2	P2	2.16110311733053
HU	YNB	WE	0	2	P3	1.8768976005913
HU	YNB	two-parent	1	2	P3	1.94528056050126
HU	YNB	WE	0	2	P3	1.77515058502733
HU	YNB	two-parent	1	2	P3	1.98427169299388
HU	YNB	WE	0	2	P4	1.88934881108678
HU	YNB	two-parent	1	2	P4	2.10313490461524
HU	YNB	WE	0	2	P4	1.86103543727117
HU	YNB	two-parent	1	2	P4	2.0336644859012
HU	YNB	WE	0	2	P5	1.82592058174774
HU	YNB	two-parent	1	2	P5	2.05943035445562
HU	YNB	WE	0	2	P5	1.8818148510691
HU	YNB	two-parent	1	2	P5	1.92612541290715
HU	YNB	WE	0	0	P0	1.86624930544403
HU	YNB	two-parent	1	0	P0	1.98548725076868
HU	YNB	WE	0	0	P0	1.72370338116896
HU	YNB	two-parent	1	0	P0	1.92046460565782
HU	YNB	WE	0	2	P1	1.82775977974934
HU	YNB	two-parent	1	2	P1	1.90671020977758
HU	YNB	WE	0	2	P1	1.97466550323764
HU	YNB	two-parent	1	2	P1	2.05908682911928
HU	YNB	WE	0	2	P2	2.03468002631564
HU	YNB	two-parent	1	2	P2	1.97707501468752
HU	YNB	WE	0	2	P2	1.87221974347005
HU	YNB	two-parent	1	2	P2	2.0897727364872
HU	YNB	WE	0	2	P3	1.94302844673603
HU	YNB	two-parent	1	2	P3	2.06513599894902
HU	YNB	WE	0	2	P3	1.97260813994542
HU	YNB	two-parent	1	2	P3	2.04800216590904
HU	YNB	WE	0	2	P4	1.87614308397539
HU	YNB	two-parent	1	2	P4	2.13486642156713
HU	YNB	WE	0	2	P4	1.8410905141347
HU	YNB	two-parent	1	2	P4	2.11286982600752
HU	YNB	WE	0	2	P5	1.75761866292886
HU	YNB	two-parent	1	2	P5	1.90526123812709
HU	YNB	WE	0	2	P5	1.97586858791861
HU	YNB	two-parent	1	2	P5	2.38413559120695
HU	YNB	WE	0	2	P6	1.89749265137239
HU	YNB	WE	0	2	P6	1.84480116280108
HU	YNB	WE	0	2	P7	1.85495293145643
HU	YNB	WE	0	2	P7	1.81286084764387
HU	YNB	WE	0	2	P8	1.70068578658041
HU	YNB	WE	0	2	P8	1.93830647729229
HU	YNB	WE	0	2	P6	2.01607041324995
HU	YNB	WE	0	2	P6	1.79048854353307
HU	YNB	WE	0	2	P7	1.9438792399638
HU	YNB	WE	0	2	P7	1.85752049568955
HU	YNB	WE	0	2	P8	1.90973835659178
HU	YNB	WE	0	2	P8	1.97744954878111
HU	YNB	WE	0	2	P9	1.89259635857404
HU	YNB	WE	0	2	P9	1.75593736211908
HU	YNB	WE	0	2	P10	1.72751486423597
HU	YNB	WE	0	2	P10	1.9590550572209
HU	YNB	WE	0	2	P11	1.89544056470428
HU	YNB	WE	0	2	P11	1.79346278347556
HU	YNB	WE	0	2	P12	1.91853257985656
HU	YNB	WE	0	2	P12	1.87405423517599
HU	YNB	WE	0	2	P13	1.86394049830889
HU	YNB	WE	0	2	P13	1.89719019642081
HU	YNB	WE	0	2	P14	1.70563385082877
HU	YNB	WE	0	2	P14	1.78536490049826
HU	YNB	four-parent	1	0	P0	1.99798658476911
HU	YNB	two-parent	1	2	P6	2.08815949367548
HU	YNB	four-parent	1	0	P0	1.89315488185053
HU	YNB	two-parent	1	2	P6	1.93803080709703
HU	YNB	four-parent	1	2	P1	1.61662037886315
HU	YNB	two-parent	1	2	P7	2.04680828050828
HU	YNB	four-parent	1	2	P1	1.65721029261294
HU	YNB	two-parent	1	2	P7	1.78430343778256
HU	YNB	four-parent	1	2	P2	1.63246848641697
HU	YNB	two-parent	1	2	P8	1.99112489890359
HU	YNB	four-parent	1	2	P2	1.86916417364569
HU	YNB	two-parent	1	2	P8	2.23593017658498
HU	YNB	four-parent	1	2	P3	1.97322544330374
HU	YNB	two-parent	1	2	P9	1.94205669275417
HU	YNB	four-parent	1	2	P3	1.78270669006757
HU	YNB	two-parent	1	2	P9	2.02618564314836
HU	YNB	four-parent	1	2	P4	1.86659498894671
HU	YNB	two-parent	1	2	P10	1.97859014209356
HU	YNB	four-parent	1	2	P4	1.76741047585629
HU	YNB	two-parent	1	2	P10	1.98890368675107
HU	YNB	four-parent	1	2	P5	1.90140251246915
HU	YNB	two-parent	1	2	P11	2.17368702429715
HU	YNB	four-parent	1	2	P5	1.84634589076782
HU	YNB	two-parent	1	2	P11	2.06742025148478
HU	YNB	four-parent	1	0	P0	1.83930006332605
HU	YNB	two-parent	1	2	P12	1.93474767927686
HU	YNB	four-parent	1	0	P0	1.83656238018985
HU	YNB	two-parent	1	2	P12	1.99104308764155
HU	YNB	four-parent	1	2	P1	1.6875136272431
HU	YNB	two-parent	1	2	P13	1.98678001819698
HU	YNB	four-parent	1	2	P1	1.8145515958957
HU	YNB	two-parent	1	2	P13	2.01015137247331
HU	YNB	four-parent	1	2	P2	1.92461191988975
HU	YNB	two-parent	1	2	P14	2.02046225446341
HU	YNB	four-parent	1	2	P2	1.76453789037725
HU	YNB	two-parent	1	2	P14	2.00433093934038
HU	YNB	four-parent	1	2	P3	1.74156788883061
HU	YNB	two-parent	1	2	P15	2.02708566262708
HU	YNB	four-parent	1	2	P3	1.74277215244321
HU	YNB	two-parent	1	2	P15	1.93871762856191
HU	YNB	four-parent	1	2	P4	1.75535316825277
HU	YNB	two-parent	1	2	P16	2.09084079799869
HU	YNB	four-parent	1	2	P4	1.90288193015291
HU	YNB	two-parent	1	2	P16	2.02473016363973
HU	YNB	four-parent	1	2	P5	1.89176140875866
HU	YNB	two-parent	1	2	P17	1.86487841783238
HU	YNB	four-parent	1	2	P5	1.81845610912764
HU	YNB	two-parent	1	2	P17	2.08267272761107
HU	YNB	four-parent	1	2	P6	2.00689488547214
HU	YNB	four-parent	1	2	P6	1.96111120332935
HU	YNB	four-parent	1	2	P7	1.75348165400069
HU	YNB	four-parent	1	2	P7	1.67862522444461
HU	YNB	four-parent	1	2	P8	1.5865037309329
HU	YNB	four-parent	1	2	P8	2.06268521500391
HU	YNB	four-parent	1	2	P6	1.74051496400433
HU	YNB	four-parent	1	2	P6	1.74315462646547
HU	YNB	four-parent	1	2	P7	1.79613281659222
HU	YNB	four-parent	1	2	P7	1.63194652262772
HU	YNB	four-parent	1	2	P8	1.70308461410277
HU	YNB	four-parent	1	2	P8	1.6462073125782
HU	YNB	four-parent	1	2	P9	1.62795419498007
HU	YNB	four-parent	1	2	P9	1.7010385200763
HU	YNB	four-parent	1	2	P10	1.62874636108617
HU	YNB	four-parent	1	2	P10	1.59180522798845
HU	YNB	four-parent	1	2	P11	1.7015240906374
HU	YNB	four-parent	1	2	P11	1.59495526004774
HU	YNB	four-parent	1	2	P12	1.78471418535466
HU	YNB	four-parent	1	2	P12	1.54987546042051
HU	YNB	four-parent	1	2	P13	1.42910566697536
HU	YNB	four-parent	1	2	P13	1.44432792110885
HU	YNB	four-parent	1	2	P14	1.70690803120078
HU	YNB	four-parent	1	2	P14	1.52973367258288
HU	YNB	SA	0	0	P0	2.03376308656515
HU	YNB	two-parent	1	0	P0	2.08331891854192
HU	YNB	SA	0	0	P0	1.7587480187733
HU	YNB	two-parent	1	0	P0	1.91321114223759
HU	YNB	SA	0	1	P1	1.70901527649916
HU	YNB	two-parent	1	3	P1	1.86337370273274
HU	YNB	SA	0	1	P1	1.44357578856753
HU	YNB	two-parent	1	3	P1	1.68769248615827
HU	YNB	SA	0	1	P2	1.5566529126708
HU	YNB	two-parent	1	3	P2	2.0452758778878
HU	YNB	SA	0	1	P2	1.79568268914079
HU	YNB	two-parent	1	3	P2	2.00562134965129
HU	YNB	SA	0	1	P3	1.71781249624485
HU	YNB	two-parent	1	3	P3	1.87609419276637
HU	YNB	SA	0	1	P3	1.73583090261535
HU	YNB	two-parent	1	3	P3	1.91875045371931
HU	YNB	SA	0	1	P4	1.7146521349244
HU	YNB	two-parent	1	3	P4	1.96389706509185
HU	YNB	SA	0	1	P4	1.6752666619925
HU	YNB	two-parent	1	3	P4	1.91531103995
HU	YNB	SA	0	1	P5	1.68219128334844
HU	YNB	two-parent	1	3	P5	1.90619486172739
HU	YNB	SA	0	1	P5	1.7130098046933
HU	YNB	two-parent	1	3	P5	1.88064101554745
HU	YNB	SA	0	0	P0	1.58313406000261
HU	YNB	two-parent	1	0	P0	1.82033989176103
HU	YNB	SA	0	0	P0	1.65339303001309
HU	YNB	two-parent	1	0	P0	1.93194332036624
HU	YNB	SA	0	1	P1	1.69369967760285
HU	YNB	two-parent	1	3	P1	2.04262512644025
HU	YNB	SA	0	1	P1	1.74832984534941
HU	YNB	two-parent	1	3	P1	1.99790467723027
HU	YNB	SA	0	1	P2	1.78437472712559
HU	YNB	two-parent	1	3	P2	1.92769278515696
HU	YNB	SA	0	1	P2	1.78508716457737
HU	YNB	two-parent	1	3	P2	1.84895473650852
HU	YNB	SA	0	1	P3	1.78713039244531
HU	YNB	two-parent	1	3	P3	2.05444759274714
HU	YNB	SA	0	1	P3	1.77867450964358
HU	YNB	two-parent	1	3	P3	1.77379344847673
HU	YNB	SA	0	1	P4	1.71502284644172
HU	YNB	two-parent	1	3	P4	1.84684831483117
HU	YNB	SA	0	1	P4	1.74634616928081
HU	YNB	two-parent	1	3	P4	1.90881217283343
HU	YNB	SA	0	1	P5	1.7855393621326
HU	YNB	two-parent	1	3	P5	2.01774951511785
HU	YNB	SA	0	1	P5	1.89348283149318
HU	YNB	two-parent	1	3	P5	2.15167703779478
HU	YNB	SA	0	1	P6	1.93550535319651
HU	YNB	SA	0	1	P6	1.68249942035261
HU	YNB	SA	0	1	P7	1.64111273814658
HU	YNB	SA	0	1	P7	1.63284082048478
HU	YNB	SA	0	1	P8	1.75835828434667
HU	YNB	SA	0	1	P8	1.77410587959378
HU	YNB	SA	0	1	P6	1.7169806361032
HU	YNB	SA	0	1	P6	1.74168039746731
HU	YNB	SA	0	1	P7	1.7928538391087
HU	YNB	SA	0	1	P7	1.88791601335655
HU	YNB	SA	0	1	P8	1.78826422498485
HU	YNB	SA	0	1	P8	1.77958310255099
HU	YNB	SA	0	1	P9	1.77384285550514
HU	YNB	SA	0	1	P9	1.72923121365592
HU	YNB	SA	0	1	P10	1.85945634550744
HU	YNB	SA	0	1	P10	1.97257793584659
HU	YNB	SA	0	1	P11	1.99027922603615
HU	YNB	SA	0	1	P11	1.97114001838271
HU	YNB	SA	0	1	P12	2.06646409708095
HU	YNB	SA	0	1	P12	2.17680020686141
HU	YNB	SA	0	1	P13	2.13269042678749
HU	YNB	SA	0	1	P13	2.02957123049663
HU	YNB	SA	0	1	P14	2.04578600139413
HU	YNB	SA	0	1	P14	2.07358737312902
HU	YNB	four-parent	1	0	P0	1.76986809684733
HU	YNB	two-parent	1	3	P6	1.76848438628226
HU	YNB	four-parent	1	0	P0	1.94201355354381
HU	YNB	two-parent	1	3	P6	1.86120944113432
HU	YNB	four-parent	1	3	P1	1.98881105382242
HU	YNB	two-parent	1	3	P7	1.93426003197402
HU	YNB	four-parent	1	3	P1	1.79247725238564
HU	YNB	two-parent	1	3	P7	2.05901354840828
HU	YNB	four-parent	1	3	P2	1.86530991558631
HU	YNB	two-parent	1	3	P8	2.01082811325704
HU	YNB	four-parent	1	3	P2	1.9217895650533
HU	YNB	two-parent	1	3	P8	2.21751114651601
HU	YNB	four-parent	1	3	P3	2.04578055797438
HU	YNB	two-parent	1	3	P9	2.06771158098756
HU	YNB	four-parent	1	3	P3	1.88302887651753
HU	YNB	two-parent	1	3	P9	1.91172197800757
HU	YNB	four-parent	1	3	P4	1.84334939142647
HU	YNB	two-parent	1	3	P10	2.08844900053618
HU	YNB	four-parent	1	3	P4	1.87999869144002
HU	YNB	two-parent	1	3	P10	1.95624933373607
HU	YNB	four-parent	1	3	P5	1.85952271143693
HU	YNB	two-parent	1	3	P11	1.99661991088243
HU	YNB	four-parent	1	3	P5	1.79101273857565
HU	YNB	two-parent	1	3	P11	1.85134174658529
HU	YNB	four-parent	1	0	P0	1.75545455722508
HU	YNB	two-parent	1	3	P12	1.86775232826667
HU	YNB	four-parent	1	0	P0	1.71159708721356
HU	YNB	two-parent	1	3	P12	1.89574917230505
HU	YNB	four-parent	1	3	P1	1.81024934569467
HU	YNB	two-parent	1	3	P13	1.82929577808903
HU	YNB	four-parent	1	3	P1	1.88579328874289
HU	YNB	two-parent	1	3	P13	2.00641952784073
HU	YNB	four-parent	1	3	P2	1.8547273589656
HU	YNB	two-parent	1	3	P14	1.99039805093143
HU	YNB	four-parent	1	3	P2	1.80561409357324
HU	YNB	two-parent	1	3	P14	1.92816697775446
HU	YNB	four-parent	1	3	P3	1.75523359791675
HU	YNB	two-parent	1	3	P15	2.00882466352607
HU	YNB	four-parent	1	3	P3	2.02277393446588
HU	YNB	two-parent	1	3	P15	2.11012572504938
HU	YNB	four-parent	1	3	P4	1.82637707565036
HU	YNB	two-parent	1	3	P16	2.00030814969177
HU	YNB	four-parent	1	3	P4	1.81873193032713
HU	YNB	two-parent	1	3	P16	1.85211739397728
HU	YNB	four-parent	1	3	P5	1.8107670307785
HU	YNB	two-parent	1	3	P17	1.83411786880282
HU	YNB	four-parent	1	3	P5	1.84040999705244
HU	YNB	two-parent	1	3	P17	1.94252837873498
HU	YNB	four-parent	1	3	P6	1.69086863495485
HU	YNB	four-parent	1	3	P6	1.74263930202727
HU	YNB	four-parent	1	3	P7	1.77931143270724
HU	YNB	four-parent	1	3	P7	1.65675593071164
HU	YNB	four-parent	1	3	P8	1.56983767478045
HU	YNB	four-parent	1	3	P8	1.7110617243649
HU	YNB	four-parent	1	3	P6	2.03377281445517
HU	YNB	four-parent	1	3	P6	1.83787881806185
HU	YNB	four-parent	1	3	P7	1.83362544285814
HU	YNB	four-parent	1	3	P7	1.82501791022045
HU	YNB	four-parent	1	3	P8	1.58589516024807
HU	YNB	four-parent	1	3	P8	1.80831588248407
HU	YNB	four-parent	1	3	P9	1.54925361551822
HU	YNB	four-parent	1	3	P9	1.58083624371278
HU	YNB	four-parent	1	3	P10	1.50155823577846
HU	YNB	four-parent	1	3	P10	1.54019061114306
HU	YNB	four-parent	1	3	P11	1.65932866580666
HU	YNB	four-parent	1	3	P11	1.55054975654802
HU	YNB	four-parent	1	3	P12	1.5530206342716
HU	YNB	four-parent	1	3	P12	1.59037723043872
HU	YNB	four-parent	1	3	P13	1.55262338743071
HU	YNB	four-parent	1	3	P13	1.62501603789757
HU	YNB	four-parent	1	3	P14	1.61031549468934
HU	YNB	four-parent	1	3	P14	1.75772429701182
HU	YNB	SA	0	0	P0	2.0752094715322
HU	YNB	two-parent	1	0	P0	2.16130668238819
HU	YNB	SA	0	0	P0	1.79052451147425
HU	YNB	two-parent	1	0	P0	2.0794143271452
HU	YNB	SA	0	2	P1	1.8678752042222
HU	YNB	two-parent	1	3	P1	2.07541835601939
HU	YNB	SA	0	2	P1	1.85479867613906
HU	YNB	two-parent	1	3	P1	2.0810607053338
HU	YNB	SA	0	2	P2	1.76187534031873
HU	YNB	two-parent	1	3	P2	2.03144515818156
HU	YNB	SA	0	2	P2	1.85386561710036
HU	YNB	two-parent	1	3	P2	2.0290990335743
HU	YNB	SA	0	2	P3	1.87441470989973
HU	YNB	two-parent	1	3	P3	2.12524705206307
HU	YNB	SA	0	2	P3	1.75538837925474
HU	YNB	two-parent	1	3	P3	2.00277780019341
HU	YNB	SA	0	2	P4	1.76082333602796
HU	YNB	two-parent	1	3	P4	1.9332541867258
HU	YNB	SA	0	2	P4	1.78684641540064
HU	YNB	two-parent	1	3	P4	2.00627116812142
HU	YNB	SA	0	2	P5	1.76338743434893
HU	YNB	two-parent	1	3	P5	2.04037348378447
HU	YNB	SA	0	2	P5	1.74595838823087
HU	YNB	two-parent	1	3	P5	1.84361548818613
HU	YNB	SA	0	0	P0	1.66175239180445
HU	YNB	two-parent	1	0	P0	1.86708931764106
HU	YNB	SA	0	0	P0	1.73103573503589
HU	YNB	two-parent	1	0	P0	1.96578143529164
HU	YNB	SA	0	2	P1	1.67751765670227
HU	YNB	two-parent	1	3	P1	1.74506018193551
HU	YNB	SA	0	2	P1	1.58195970875384
HU	YNB	two-parent	1	3	P1	1.83163717212188
HU	YNB	SA	0	2	P2	1.6198534837053
HU	YNB	two-parent	1	3	P2	1.8917536390737
HU	YNB	SA	0	2	P2	1.69943033860265
HU	YNB	two-parent	1	3	P2	1.74347971910421
HU	YNB	SA	0	2	P3	1.74199019487319
HU	YNB	two-parent	1	3	P3	1.86440658594584
HU	YNB	SA	0	2	P3	1.8645575535965
HU	YNB	two-parent	1	3	P3	1.95146341619297
HU	YNB	SA	0	2	P4	1.80186240112109
HU	YNB	two-parent	1	3	P4	1.8923983860083
HU	YNB	SA	0	2	P4	1.84727599832918
HU	YNB	two-parent	1	3	P4	1.93568620367017
HU	YNB	SA	0	2	P5	1.72742514137176
HU	YNB	two-parent	1	3	P5	1.87549975884277
HU	YNB	SA	0	2	P5	1.82105647890265
HU	YNB	two-parent	1	3	P5	1.94055029587275
HU	YNB	SA	0	2	P6	2.07129677130406
HU	YNB	SA	0	2	P6	1.99665956473842
HU	YNB	SA	0	2	P7	2.09368134468954
HU	YNB	SA	0	2	P7	1.83592481965213
HU	YNB	SA	0	2	P8	1.8470376167467
HU	YNB	SA	0	2	P8	1.82081091070209
HU	YNB	SA	0	2	P6	1.76177729870022
HU	YNB	SA	0	2	P6	1.76734215575606
HU	YNB	SA	0	2	P7	1.78259938484468
HU	YNB	SA	0	2	P7	1.78104824683331
HU	YNB	SA	0	2	P8	1.75842216711117
HU	YNB	SA	0	2	P8	1.8154092803619
HU	YNB	SA	0	2	P9	1.81738948110909
HU	YNB	SA	0	2	P9	1.84830541658137
HU	YNB	SA	0	2	P10	1.93872769051612
HU	YNB	SA	0	2	P10	1.79949797168636
HU	YNB	SA	0	2	P11	1.87656204891205
HU	YNB	SA	0	2	P11	1.91833472151537
HU	YNB	SA	0	2	P12	1.91673327833489
HU	YNB	SA	0	2	P12	2.03396172523919
HU	YNB	SA	0	2	P13	2.00994682173702
HU	YNB	SA	0	2	P13	2.07614923910656
HU	YNB	SA	0	2	P14	1.9253046204166
HU	YNB	SA	0	2	P14	1.84270905538626
HU	YNB	four-parent	1	0	P0	1.85525514189819
HU	YNB	two-parent	1	3	P6	2.10874096659908
HU	YNB	four-parent	1	0	P0	1.85508877440389
HU	YNB	two-parent	1	3	P6	2.06714411210961
HU	YNB	four-parent	1	4	P1	1.93428437592072
HU	YNB	two-parent	1	3	P7	2.25091514903179
HU	YNB	four-parent	1	4	P1	2.09226922363076
HU	YNB	two-parent	1	3	P7	2.12460175083954
HU	YNB	four-parent	1	4	P2	1.84568015018773
HU	YNB	two-parent	1	3	P8	1.99005868941809
HU	YNB	four-parent	1	4	P2	1.62386416831287
HU	YNB	two-parent	1	3	P8	1.9297896228525
HU	YNB	four-parent	1	4	P3	1.79168120426508
HU	YNB	two-parent	1	3	P9	2.00075504382538
HU	YNB	four-parent	1	4	P3	1.82836587742202
HU	YNB	two-parent	1	3	P9	1.83333556987125
HU	YNB	four-parent	1	4	P4	1.84991587682926
HU	YNB	two-parent	1	3	P10	1.87297035076299
HU	YNB	four-parent	1	4	P4	1.82746591558194
HU	YNB	two-parent	1	3	P10	1.89110303397399
HU	YNB	four-parent	1	4	P5	1.74676455733811
HU	YNB	two-parent	1	3	P11	1.95443367699142
HU	YNB	four-parent	1	4	P5	1.85367886737176
HU	YNB	two-parent	1	3	P11	1.97536193266402
HU	YNB	four-parent	1	0	P0	1.85092057741109
HU	YNB	two-parent	1	3	P12	1.90741251855454
HU	YNB	four-parent	1	0	P0	1.87892112861195
